"state","retail.recreation","grocery.pharmacy","parks","transitstations","workplace","residential","date"
"New Mexico",-0.08,-0.12,-0.21,-0.08,-0.05,-0.02,2020-03-06
"New York",0.01,0,0.11,0.03,-0.03,0.01,2020-03-06
"North Carolina",-0.06,-0.02,-0.19,-0.06,-0.02,-0.01,2020-03-06
"North Dakota",-0.07,0,-0.21,-0.06,-0.03,0,2020-03-06
"Ohio",-0.02,0.03,-0.09,-0.05,-0.02,0,2020-03-06
"Oklahoma",-0.09,-0.04,-0.46,-0.1,-0.03,-0.02,2020-03-06
"Oregon",-0.01,-0.02,0.03,0.01,-0.01,0.01,2020-03-06
"Pennsylvania",-0.01,0,0.07,0.01,-0.01,0.01,2020-03-06
"Rhode Island",-0.04,0.03,-0.08,0.01,-0.03,0.01,2020-03-06
"South Carolina",-0.09,-0.05,-0.21,-0.12,-0.02,-0.02,2020-03-06
"South Dakota",-0.1,-0.11,-0.36,-0.13,-0.05,-0.01,2020-03-06
"Tennessee",-0.05,-0.04,-0.25,-0.06,0,-0.01,2020-03-06
"Texas",-0.06,-0.07,-0.21,-0.06,-0.03,-0.02,2020-03-06
"Utah",-0.07,-0.15,-0.61,-0.04,-0.05,-0.01,2020-03-06
"Vermont",-0.03,-0.01,-0.09,-0.07,-0.02,0.01,2020-03-06
"Virginia",-0.03,-0.01,-0.05,-0.03,-0.01,0,2020-03-06
"Washington",0.02,-0.02,-0.13,0.12,0.08,0.03,2020-03-06
"West Virginia",-0.01,0.05,0,-0.05,0,0.02,2020-03-06
"Wisconsin",-0.05,-0.02,-0.15,-0.08,-0.03,0,2020-03-06
"Wyoming",-0.08,-0.12,-0.32,-0.16,-0.03,-0.01,2020-03-06
"Alabama",-0.12,-0.08,-0.63,-0.18,-0.07,-0.02,2020-03-07
"Alaska",-0.12,-0.1,-0.17,-0.09,-0.03,-0.01,2020-03-07
"Arizona",-0.04,-0.05,-0.18,-0.09,-0.01,-0.02,2020-03-07
"Arkansas",-0.12,-0.1,-0.8,-0.1,-0.04,-0.02,2020-03-07
"California",0,-0.04,0,0.06,-0.02,0.01,2020-03-07
"Colorado",-0.06,-0.13,-0.49,-0.04,-0.03,-0.02,2020-03-07
"Connecticut",-0.1,-0.06,-0.5,-0.07,-0.03,-0.01,2020-03-07
"Delaware",-0.12,-0.07,-0.39,-0.15,-0.06,-0.01,2020-03-07
"Florida",-0.04,-0.03,-0.13,-0.02,-0.02,-0.01,2020-03-07
"Georgia",-0.1,-0.05,-0.79,-0.09,-0.05,-0.02,2020-03-07
"Hawaii",0,-0.04,-0.04,0.04,-0.01,0,2020-03-07
"Idaho",-0.08,-0.09,-0.02,-0.11,-0.02,-0.01,2020-03-07
"Illinois",-0.14,-0.14,-0.75,-0.13,-0.07,-0.03,2020-03-07
"Indiana",-0.18,-0.13,-0.85,-0.19,-0.05,-0.03,2020-03-07
"Iowa",-0.13,-0.22,-0.83,-0.18,-0.06,-0.03,2020-03-07
"Kansas",-0.1,-0.07,-1.01,-0.18,-0.06,-0.03,2020-03-07
"Kentucky",-0.15,-0.16,-0.85,-0.15,-0.04,-0.02,2020-03-07
"Louisiana",-0.11,-0.08,-0.32,-0.13,-0.03,-0.02,2020-03-07
"Maine",-0.09,0.01,0.01,-0.09,-0.01,0,2020-03-07
"Maryland",-0.06,-0.06,-0.34,-0.04,-0.04,-0.01,2020-03-07
"Massachusetts",-0.07,-0.03,-0.24,0,-0.01,-0.01,2020-03-07
"Michigan",-0.14,-0.08,-0.61,-0.14,-0.08,-0.02,2020-03-07
"Minnesota",-0.07,-0.09,-0.21,-0.07,-0.03,-0.01,2020-03-07
"Mississippi",-0.14,-0.1,-0.41,-0.23,-0.03,-0.03,2020-03-07
"Missouri",-0.12,-0.14,-1.14,-0.13,-0.07,-0.03,2020-03-07
"Montana",-0.11,-0.08,-0.07,-0.11,-0.01,-0.01,2020-03-07
"Nebraska",-0.11,-0.12,-0.84,-0.13,0,-0.02,2020-03-07
"Nevada",-0.02,-0.05,0,0,0,0,2020-03-07
"New Hampshire",-0.07,-0.02,-0.15,-0.09,-0.04,-0.01,2020-03-07
"New Jersey",-0.09,-0.09,-0.45,-0.02,-0.06,-0.01,2020-03-07
"New Mexico",-0.1,-0.14,-0.37,-0.12,-0.03,-0.03,2020-03-07
"New York",-0.1,-0.08,-0.17,0,-0.06,-0.01,2020-03-07
"North Carolina",-0.09,-0.04,-0.49,-0.08,-0.02,-0.02,2020-03-07
"North Dakota",-0.15,-0.08,-0.47,-0.1,-0.05,-0.02,2020-03-07
"Ohio",-0.13,-0.07,-0.68,-0.13,-0.04,-0.02,2020-03-07
"Oklahoma",-0.1,-0.11,-0.61,-0.15,-0.04,-0.02,2020-03-07
"Oregon",-0.05,-0.03,-0.16,-0.04,-0.03,0,2020-03-07
"Pennsylvania",-0.1,-0.06,-0.26,-0.07,-0.03,-0.01,2020-03-07
"Rhode Island",-0.05,0.01,-0.35,0.03,-0.02,0,2020-03-07
"South Carolina",-0.11,-0.07,-0.53,-0.18,-0.03,-0.02,2020-03-07
"South Dakota",-0.13,-0.15,-0.68,-0.15,-0.02,-0.02,2020-03-07
"Tennessee",-0.12,-0.1,-0.88,-0.15,-0.06,-0.03,2020-03-07
"Texas",-0.05,-0.07,-0.21,-0.11,-0.03,-0.02,2020-03-07
"Utah",-0.05,-0.13,-0.47,-0.07,-0.03,-0.01,2020-03-07
"Vermont",-0.1,0,-0.28,-0.25,-0.02,-0.01,2020-03-07
"Virginia",-0.06,-0.08,-0.27,-0.08,-0.01,-0.01,2020-03-07
"Washington",0.03,-0.01,-0.18,0.06,0.01,0.01,2020-03-07
"West Virginia",-0.12,-0.03,-0.28,-0.14,-0.03,-0.01,2020-03-07
"Wisconsin",-0.14,-0.11,-0.52,-0.15,-0.06,-0.02,2020-03-07
"Wyoming",-0.13,-0.15,-0.39,-0.21,-0.04,-0.03,2020-03-07
"Alabama",-0.12,-0.08,-0.55,-0.2,-0.03,-0.01,2020-03-08
"Alaska",-0.13,-0.08,-0.34,-0.09,-0.02,-0.01,2020-03-08
"Arizona",-0.09,-0.04,-0.22,-0.07,-0.01,-0.02,2020-03-08
"Arkansas",-0.16,-0.13,-0.78,-0.12,-0.03,-0.02,2020-03-08
"California",-0.02,-0.03,-0.11,0.04,-0.01,0,2020-03-08
"Colorado",-0.08,-0.12,-0.37,-0.01,-0.02,0,2020-03-08
"Connecticut",-0.08,-0.03,-0.55,-0.1,-0.02,0,2020-03-08
"Delaware",-0.1,-0.08,-0.71,-0.14,-0.02,-0.01,2020-03-08
"Florida",-0.04,-0.03,0.01,-0.01,0,0.01,2020-03-08
"Georgia",-0.08,-0.04,-0.57,-0.04,-0.01,-0.01,2020-03-08
"Hawaii",0,-0.02,-0.03,0.02,-0.01,0.01,2020-03-08
"Idaho",-0.17,-0.14,-0.66,-0.14,-0.03,-0.01,2020-03-08
"Illinois",-0.15,-0.14,-1.65,-0.1,-0.03,-0.02,2020-03-08
"Indiana",-0.15,-0.12,-1.61,-0.17,-0.03,-0.02,2020-03-08
"Iowa",-0.18,-0.28,-1.4,-0.17,-0.05,-0.03,2020-03-08
"Kansas",-0.19,-0.09,-0.47,-0.18,-0.02,-0.01,2020-03-08
"Kentucky",-0.13,-0.13,-1.36,-0.11,-0.01,-0.02,2020-03-08
"Louisiana",-0.15,-0.13,-0.62,-0.16,-0.02,-0.02,2020-03-08
"Maine",-0.18,-0.11,-0.58,-0.32,-0.07,-0.02,2020-03-08
"Maryland",-0.07,-0.06,-1,-0.05,-0.02,-0.01,2020-03-08
"Massachusetts",-0.09,-0.05,-0.47,0,-0.02,0,2020-03-08
"Michigan",-0.17,-0.11,-1.55,-0.14,-0.05,-0.02,2020-03-08
"Minnesota",-0.13,-0.12,-0.93,-0.07,-0.02,-0.02,2020-03-08
"Mississippi",-0.16,-0.09,-0.45,-0.22,-0.02,-0.02,2020-03-08
"Missouri",-0.2,-0.16,-1.19,-0.14,-0.05,-0.02,2020-03-08
"Montana",-0.11,-0.07,0.08,-0.12,-0.02,0,2020-03-08
"Nebraska",-0.13,-0.13,-0.9,-0.15,-0.03,-0.02,2020-03-08
"Nevada",-0.04,-0.07,-0.22,0,0,0,2020-03-08
"New Hampshire",-0.09,-0.03,-0.45,-0.2,-0.03,-0.01,2020-03-08
"New Jersey",-0.08,-0.06,-1.16,-0.02,-0.02,0,2020-03-08
"New Mexico",-0.09,-0.09,0.04,-0.09,-0.02,0,2020-03-08
"New York",-0.1,-0.07,-0.61,0,-0.02,-0.01,2020-03-08
"North Carolina",-0.09,-0.04,-0.41,-0.08,0,-0.01,2020-03-08
"North Dakota",-0.1,-0.04,-0.04,-0.09,-0.03,-0.01,2020-03-08
"Ohio",-0.15,-0.09,-1.87,-0.14,-0.02,-0.02,2020-03-08
"Oklahoma",-0.07,-0.05,-0.04,-0.11,-0.02,0,2020-03-08
"Oregon",-0.1,-0.05,-0.24,-0.05,-0.01,0,2020-03-08
"Pennsylvania",-0.15,-0.09,-1.27,-0.08,-0.01,-0.02,2020-03-08
"Rhode Island",-0.11,0.01,-0.68,-0.04,-0.04,-0.01,2020-03-08
"South Carolina",-0.12,-0.07,-0.38,-0.24,-0.02,-0.01,2020-03-08
"South Dakota",-0.18,-0.18,-0.83,-0.1,-0.02,-0.02,2020-03-08
"Tennessee",-0.13,-0.11,-0.81,-0.13,-0.02,-0.02,2020-03-08
"Texas",-0.09,-0.04,-0.11,-0.06,0,-0.01,2020-03-08
"Utah",-0.11,-0.15,-0.2,-0.05,-0.01,-0.01,2020-03-08
"Vermont",-0.13,-0.11,-0.49,-0.13,-0.04,-0.02,2020-03-08
"Virginia",-0.07,-0.08,-0.62,-0.07,0,-0.01,2020-03-08
"Washington",-0.07,-0.02,-0.34,0.05,0.02,0.01,2020-03-08
"West Virginia",-0.18,-0.11,-0.89,-0.25,-0.03,-0.02,2020-03-08
"Wisconsin",-0.18,-0.13,-1.33,-0.15,-0.04,-0.02,2020-03-08
"Wyoming",-0.09,-0.1,-0.03,-0.04,-0.02,0,2020-03-08
"Alabama",-0.1,-0.08,-0.45,-0.09,-0.02,-0.01,2020-03-09
"Alaska",-0.07,-0.04,-0.14,-0.03,0.1,0.02,2020-03-09
"Arizona",-0.09,-0.04,-0.32,-0.04,0.07,0,2020-03-09
"Arkansas",-0.06,-0.04,0.05,-0.02,-0.01,0.02,2020-03-09
"California",-0.03,-0.06,-0.12,0.07,-0.01,0.01,2020-03-09
"Colorado",-0.06,-0.11,-0.46,-0.01,-0.08,-0.01,2020-03-09
"Connecticut",-0.09,-0.08,-0.95,-0.02,-0.02,-0.01,2020-03-09
"Delaware",-0.1,-0.05,-0.83,-0.04,-0.02,-0.01,2020-03-09
"Florida",-0.05,-0.05,-0.06,0.01,0,0,2020-03-09
"Georgia",-0.07,-0.08,-0.53,0,-0.02,-0.01,2020-03-09
"Hawaii",0.02,-0.01,0.06,0.03,-0.01,0.01,2020-03-09
"Idaho",-0.06,-0.11,-0.38,-0.05,-0.09,-0.03,2020-03-09
"Illinois",0.01,-0.03,0.05,0.05,0,0.01,2020-03-09
"Indiana",-0.07,-0.06,-0.24,-0.05,-0.01,0,2020-03-09
"Iowa",0.01,-0.1,0.05,0,-0.03,0.01,2020-03-09
"Kansas",-0.02,-0.02,0.08,0,0,0.01,2020-03-09
"Kentucky",-0.08,-0.11,-0.39,-0.02,-0.01,0,2020-03-09
"Louisiana",-0.08,-0.07,-0.27,-0.08,-0.03,0,2020-03-09
"Maine",-0.08,-0.07,-0.5,-0.08,-0.02,0,2020-03-09
"Maryland",-0.06,-0.05,-0.84,0.01,-0.03,0,2020-03-09
"Massachusetts",-0.1,-0.07,-1.02,0.03,-0.01,0,2020-03-09
"Michigan",-0.06,-0.04,-0.31,-0.03,-0.02,0,2020-03-09
"Minnesota",-0.04,-0.03,0.01,0.05,0.02,0.01,2020-03-09
"Mississippi",-0.12,-0.08,-0.24,-0.08,0.09,0.01,2020-03-09
"Missouri",-0.03,-0.05,0.08,0.04,-0.01,0.02,2020-03-09
"Montana",-0.08,-0.07,-0.12,-0.07,-0.03,-0.01,2020-03-09
"Nebraska",-0.02,-0.05,0.01,0.01,0.04,0.02,2020-03-09
"Nevada",-0.04,-0.08,-0.15,0,0.07,0.01,2020-03-09
"New Hampshire",-0.09,-0.06,-0.97,-0.07,-0.02,-0.01,2020-03-09
"New Jersey",-0.08,-0.08,-1.21,0.04,-0.01,0,2020-03-09
"New Mexico",-0.12,-0.15,-0.47,-0.1,-0.02,-0.02,2020-03-09
"New York",-0.07,-0.08,-0.62,0.04,-0.01,0,2020-03-09
"North Carolina",-0.08,-0.07,-0.65,-0.04,0,-0.01,2020-03-09
"North Dakota",-0.05,-0.02,-0.15,-0.01,-0.04,0,2020-03-09
"Ohio",-0.09,-0.07,-0.78,-0.07,-0.01,0,2020-03-09
"Oklahoma",-0.07,-0.07,-0.14,-0.05,-0.02,0.01,2020-03-09
"Oregon",-0.06,-0.06,-0.6,-0.01,-0.02,0,2020-03-09
"Pennsylvania",-0.09,-0.07,-1.04,-0.01,0,0,2020-03-09
"Rhode Island",-0.13,-0.03,-1.65,0.03,-0.02,-0.01,2020-03-09
"South Carolina",-0.09,-0.08,-0.53,-0.07,-0.02,-0.01,2020-03-09
"South Dakota",-0.06,-0.09,-0.24,-0.06,-0.02,0,2020-03-09
"Tennessee",-0.08,-0.07,-0.45,-0.05,0,0,2020-03-09
"Texas",-0.06,-0.05,-0.07,-0.01,0.09,0.02,2020-03-09
"Utah",-0.08,-0.14,-0.37,-0.02,-0.01,0,2020-03-09
"Vermont",-0.09,-0.09,-0.52,-0.08,0.01,0,2020-03-09
"Virginia",-0.07,-0.08,-0.64,0.01,-0.03,0,2020-03-09
"Washington",-0.02,-0.03,-0.49,0.15,0.08,0.03,2020-03-09
"West Virginia",-0.13,-0.07,-0.49,-0.07,0,0,2020-03-09
"Wisconsin",0,-0.01,0.01,0.04,-0.02,0.01,2020-03-09
"Wyoming",-0.09,-0.16,-0.19,-0.08,-0.04,-0.01,2020-03-09
"Alabama",-0.09,-0.08,-0.21,-0.04,-0.01,0,2020-03-10
"Alaska",-0.13,-0.06,-0.11,-0.02,0.07,0.02,2020-03-10
"Arizona",-0.06,-0.03,-0.04,-0.02,0.08,0.02,2020-03-10
"Arkansas",-0.13,-0.11,-0.84,-0.06,-0.03,-0.01,2020-03-10
"California",0.01,-0.04,0.1,0.13,0.03,0.03,2020-03-10
"Colorado",-0.06,-0.11,-0.32,0.02,-0.02,0,2020-03-10
"Connecticut",-0.04,-0.09,-0.24,0,-0.01,0,2020-03-10
"Delaware",-0.08,-0.06,-0.28,-0.02,-0.01,0,2020-03-10
"Florida",-0.05,-0.06,-0.11,-0.01,0,0,2020-03-10
"Georgia",-0.05,-0.08,-0.18,0.03,0.01,0.01,2020-03-10
"Hawaii",0.02,0,-0.01,0.04,0,0.01,2020-03-10
"Idaho",-0.09,-0.14,-0.65,-0.11,-0.02,-0.01,2020-03-10
"Illinois",-0.07,-0.1,-0.2,0.02,0,0,2020-03-10
"Indiana",-0.06,-0.06,-0.15,-0.05,0,0,2020-03-10
"Iowa",-0.05,-0.16,-0.36,-0.06,-0.01,0,2020-03-10
"Kansas",-0.09,-0.06,-0.5,-0.05,0.02,0,2020-03-10
"Kentucky",-0.06,-0.1,-0.14,-0.01,0,0.01,2020-03-10
"Louisiana",-0.11,-0.12,-0.2,-0.05,-0.01,0,2020-03-10
"Maine",-0.05,-0.04,-0.21,-0.06,-0.02,0.01,2020-03-10
"Maryland",-0.05,-0.05,-0.37,0.02,-0.02,0,2020-03-10
"Massachusetts",-0.05,-0.07,-0.33,0.07,0,0.01,2020-03-10
"Michigan",-0.11,-0.05,-0.48,-0.05,0.01,0,2020-03-10
"Minnesota",-0.06,-0.04,-0.06,0.01,0.02,0.01,2020-03-10
"Mississippi",-0.16,-0.11,-0.39,-0.08,0.09,0,2020-03-10
"Missouri",-0.11,-0.11,-0.46,-0.01,0,-0.01,2020-03-10
"Montana",-0.08,-0.07,-0.19,-0.06,-0.01,-0.01,2020-03-10
"Nebraska",-0.05,-0.06,-0.29,-0.04,0.04,0.01,2020-03-10
"Nevada",-0.02,-0.07,0.05,0.06,0.01,0.01,2020-03-10
"New Hampshire",-0.08,-0.06,-0.31,-0.05,0.01,0.01,2020-03-10
"New Jersey",-0.05,-0.1,-0.34,0.07,0.02,0.01,2020-03-10
"New Mexico",-0.12,-0.14,-0.35,-0.09,-0.01,-0.01,2020-03-10
"New York",-0.01,-0.07,-0.14,0.07,0.01,0.01,2020-03-10
"North Carolina",-0.07,-0.07,-0.37,-0.01,-0.01,0,2020-03-10
"North Dakota",-0.05,-0.06,-0.1,-0.06,-0.02,0,2020-03-10
"Ohio",-0.05,-0.06,-0.13,-0.02,0,0,2020-03-10
"Oklahoma",-0.1,-0.12,-0.64,-0.09,-0.02,-0.01,2020-03-10
"Oregon",-0.08,-0.08,-0.71,-0.03,0,0,2020-03-10
"Pennsylvania",-0.06,-0.05,-0.17,0.02,0,0.01,2020-03-10
"Rhode Island",-0.08,-0.02,-0.65,0.06,0,0,2020-03-10
"South Carolina",-0.09,-0.09,-0.34,-0.08,-0.01,0,2020-03-10
"South Dakota",-0.09,-0.2,-0.22,-0.1,0,-0.01,2020-03-10
"Tennessee",-0.08,-0.08,-0.26,-0.03,0.01,0.01,2020-03-10
"Texas",-0.1,-0.06,-0.39,-0.03,0.1,0.01,2020-03-10
"Utah",-0.08,-0.14,-0.77,0.02,-0.01,-0.01,2020-03-10
"Vermont",-0.01,-0.03,-0.02,-0.03,0.01,0.01,2020-03-10
"Virginia",-0.06,-0.08,-0.4,0.01,-0.01,0,2020-03-10
"Washington",-0.01,-0.05,-0.37,0.15,0.11,0.04,2020-03-10
"West Virginia",-0.11,-0.05,-0.07,-0.04,0,0,2020-03-10
"Wisconsin",-0.06,-0.06,-0.38,-0.04,-0.01,0,2020-03-10
"Wyoming",-0.09,-0.15,-0.15,-0.08,-0.03,-0.01,2020-03-10
"Alabama",-0.1,-0.08,-0.27,-0.07,-0.01,-0.01,2020-03-11
"Alaska",-0.12,-0.09,-0.16,-0.03,0.08,0.02,2020-03-11
"Arizona",-0.05,-0.06,0.14,0.02,0.1,0.03,2020-03-11
"Arkansas",-0.12,-0.14,-0.61,-0.02,-0.04,-0.01,2020-03-11
"California",-0.03,-0.09,-0.12,0.1,0.03,0.02,2020-03-11
"Colorado",-0.07,-0.14,-0.48,0.01,-0.01,-0.01,2020-03-11
"Connecticut",-0.05,-0.12,-0.3,0.03,0.01,0,2020-03-11
"Delaware",-0.07,-0.07,-0.24,-0.01,-0.01,0,2020-03-11
"Florida",-0.06,-0.07,-0.2,0.01,0,0,2020-03-11
"Georgia",-0.06,-0.07,-0.38,0,0.01,0,2020-03-11
"Hawaii",0.02,-0.01,-0.04,0.06,0,0.01,2020-03-11
"Idaho",-0.08,-0.13,-0.6,-0.06,-0.03,-0.01,2020-03-11
"Illinois",-0.06,-0.13,-0.15,0.02,0.01,0,2020-03-11
"Indiana",-0.08,-0.09,-0.22,-0.06,0,0,2020-03-11
"Iowa",-0.08,-0.22,-0.5,-0.09,-0.04,-0.01,2020-03-11
"Kansas",-0.15,-0.15,-1.12,-0.16,0.01,-0.02,2020-03-11
"Kentucky",-0.09,-0.17,-0.42,-0.03,0,0,2020-03-11
"Louisiana",-0.14,-0.14,-0.54,-0.1,-0.01,-0.02,2020-03-11
"Maine",-0.1,-0.11,-0.24,-0.05,-0.01,0,2020-03-11
"Maryland",-0.04,-0.06,-0.27,0.02,-0.01,0,2020-03-11
"Massachusetts",-0.05,-0.13,-0.25,0.1,0.03,0.01,2020-03-11
"Michigan",-0.07,-0.14,-0.14,-0.04,-0.01,0,2020-03-11
"Minnesota",-0.07,-0.07,-0.11,0.02,0.03,0.01,2020-03-11
"Mississippi",-0.15,-0.1,-0.36,-0.12,0.09,0,2020-03-11
"Missouri",-0.19,-0.13,-0.5,-0.1,-0.04,-0.03,2020-03-11
"Montana",-0.06,-0.09,-0.07,-0.06,-0.01,0,2020-03-11
"Nebraska",-0.09,-0.14,-0.65,-0.08,0.04,0,2020-03-11
"Nevada",-0.05,-0.11,-0.11,0.01,0,0.01,2020-03-11
"New Hampshire",-0.07,-0.09,-0.13,-0.04,0,0.01,2020-03-11
"New Jersey",-0.06,-0.12,-0.48,0.08,0.03,0.01,2020-03-11
"New Mexico",-0.12,-0.21,-0.3,-0.08,-0.01,-0.01,2020-03-11
"New York",-0.03,-0.11,-0.2,0.08,0.01,0.01,2020-03-11
"North Carolina",-0.08,-0.07,-0.51,-0.02,0,-0.01,2020-03-11
"North Dakota",-0.08,-0.1,-0.21,-0.12,-0.02,-0.01,2020-03-11
"Ohio",-0.08,-0.11,-0.25,-0.04,0,0,2020-03-11
"Oklahoma",-0.15,-0.15,-0.73,-0.15,-0.04,-0.02,2020-03-11
"Oregon",-0.08,-0.09,-0.57,-0.01,0,0,2020-03-11
"Pennsylvania",-0.07,-0.1,-0.29,0,0.01,0,2020-03-11
"Rhode Island",-0.07,-0.05,-0.56,0.07,0.03,0.01,2020-03-11
"South Carolina",-0.1,-0.07,-0.43,-0.1,-0.01,-0.01,2020-03-11
"South Dakota",-0.07,-0.25,-0.5,-0.1,0,-0.01,2020-03-11
"Tennessee",-0.08,-0.11,-0.43,-0.03,0,0,2020-03-11
"Texas",-0.12,-0.14,-0.49,-0.04,0.09,0.01,2020-03-11
"Utah",-0.08,-0.19,-0.52,0,-0.01,-0.01,2020-03-11
"Vermont",-0.03,-0.05,0.04,-0.02,0.01,0.01,2020-03-11
"Virginia",-0.07,-0.09,-0.4,0,0.01,0,2020-03-11
"Washington",-0.01,-0.09,-0.46,0.16,0.11,0.04,2020-03-11
"West Virginia",-0.1,-0.05,-0.22,-0.07,0,0,2020-03-11
"Wisconsin",-0.05,-0.07,-0.15,-0.03,-0.01,0,2020-03-11
"Wyoming",-0.08,-0.16,-0.16,-0.06,-0.02,-0.01,2020-03-11
"Alabama",-0.1,-0.22,-0.43,-0.08,-0.01,-0.01,2020-03-12
"Alaska",-0.12,-0.19,-0.21,0.01,0.09,0.02,2020-03-12
"Arizona",-0.06,-0.15,0.15,0.06,0.12,0.04,2020-03-12
"Arkansas",-0.14,-0.33,-0.69,-0.04,-0.02,-0.01,2020-03-12
"California",0.03,-0.13,0.15,0.18,0.06,0.04,2020-03-12
"Colorado",-0.06,-0.27,-0.22,0.08,0.02,0.01,2020-03-12
"Connecticut",-0.05,-0.34,-0.1,0.09,0.02,0.02,2020-03-12
"Delaware",-0.09,-0.18,-0.17,0,0.02,0,2020-03-12
"Florida",-0.05,-0.17,-0.17,0.02,0.01,0,2020-03-12
"Georgia",-0.08,-0.24,-0.23,0.02,0.01,0,2020-03-12
"Hawaii",0.02,-0.05,0.12,0.09,0.01,0.02,2020-03-12
"Idaho",-0.09,-0.23,-0.54,-0.07,-0.01,-0.01,2020-03-12
"Illinois",-0.07,-0.32,-0.19,0.05,0.01,0.01,2020-03-12
"Indiana",-0.07,-0.23,-0.32,-0.05,0.01,0.01,2020-03-12
"Iowa",-0.05,-0.22,-0.31,-0.05,0,0,2020-03-12
"Kansas",-0.1,-0.22,-0.65,-0.11,0.04,0,2020-03-12
"Kentucky",-0.02,-0.21,-0.13,0.01,0.02,0.01,2020-03-12
"Louisiana",-0.11,-0.25,-0.35,-0.05,0,-0.01,2020-03-12
"Maine",-0.09,-0.28,-0.18,-0.04,-0.03,0,2020-03-12
"Maryland",-0.08,-0.19,-0.33,0.07,0.01,0.01,2020-03-12
"Massachusetts",-0.05,-0.32,-0.14,0.17,0.05,0.03,2020-03-12
"Michigan",-0.07,-0.28,-0.28,-0.02,0.01,0.01,2020-03-12
"Minnesota",-0.03,-0.14,0.1,0.08,0.04,0.02,2020-03-12
"Mississippi",-0.14,-0.24,-0.45,-0.12,0.1,0,2020-03-12
"Missouri",-0.08,-0.24,-0.26,-0.01,-0.01,0,2020-03-12
"Montana",-0.1,-0.16,-0.11,-0.08,0,-0.01,2020-03-12
"Nebraska",-0.08,-0.23,-0.34,-0.08,0.07,0.02,2020-03-12
"Nevada",-0.02,-0.13,0.03,0.08,0.01,0.01,2020-03-12
"New Hampshire",-0.07,-0.3,-0.12,-0.02,-0.01,0.01,2020-03-12
"New Jersey",-0.05,-0.25,-0.19,0.14,0.05,0.03,2020-03-12
"New Mexico",-0.13,-0.37,-0.28,-0.1,0.04,0,2020-03-12
"New York",-0.01,-0.27,-0.06,0.13,0.03,0.02,2020-03-12
"North Carolina",-0.09,-0.18,-0.44,0.01,0.02,0,2020-03-12
"North Dakota",-0.09,-0.2,-0.05,-0.04,0.01,0,2020-03-12
"Ohio",-0.09,-0.32,-0.5,-0.02,0.01,0,2020-03-12
"Oklahoma",-0.15,-0.27,-0.74,-0.14,-0.01,-0.02,2020-03-12
"Oregon",-0.04,-0.17,-0.43,0.03,0.03,0.01,2020-03-12
"Pennsylvania",-0.08,-0.21,-0.39,0.04,0.02,0.01,2020-03-12
"Rhode Island",-0.06,-0.24,-0.33,0.09,0.01,0.01,2020-03-12
"South Carolina",-0.11,-0.15,-0.43,-0.11,0,-0.01,2020-03-12
"South Dakota",-0.03,-0.25,-0.14,-0.08,0.03,0.01,2020-03-12
"Tennessee",-0.07,-0.24,-0.3,-0.01,0.02,0,2020-03-12
"Texas",-0.11,-0.26,-0.48,-0.01,0.11,0.01,2020-03-12
"Utah",-0.1,-0.47,-0.65,0.02,0.01,0,2020-03-12
"Vermont",-0.03,-0.14,-0.06,0.02,-0.01,0.01,2020-03-12
"Virginia",-0.07,-0.2,-0.44,0.03,0.03,0,2020-03-12
"Washington",0.01,-0.15,-0.39,0.2,0.14,0.05,2020-03-12
"West Virginia",-0.12,-0.17,-0.38,-0.08,0,0,2020-03-12
"Wisconsin",-0.06,-0.19,-0.11,-0.02,-0.01,0.01,2020-03-12
"Wyoming",-0.06,-0.26,-0.04,-0.1,0,0,2020-03-12
"Alabama",-0.07,-0.32,-0.26,-0.07,0.02,0,2020-03-13
"Alaska",-0.07,-0.19,-0.16,0,0.1,0.03,2020-03-13
"Arizona",0,-0.2,0.16,0.07,0.12,0.04,2020-03-13
"Arkansas",-0.05,-0.25,-0.15,-0.02,0.02,0.02,2020-03-13
"California",0.03,-0.31,0.2,0.21,0.08,0.05,2020-03-13
"Colorado",0.06,-0.27,0.22,0.17,0.08,0.05,2020-03-13
"Connecticut",0.04,-0.3,-0.06,0.18,0.12,0.06,2020-03-13
"Delaware",-0.06,-0.18,-0.34,0.09,0.05,0.03,2020-03-13
"Florida",-0.01,-0.22,-0.14,0.08,0.05,0.02,2020-03-13
"Georgia",-0.03,-0.33,-0.39,0.05,0.08,0.01,2020-03-13
"Hawaii",0.04,-0.09,0.08,0.08,0.01,0.02,2020-03-13
"Idaho",-0.06,-0.33,-0.33,-0.02,0,0,2020-03-13
"Illinois",-0.05,-0.43,-0.19,0.06,0.04,0.01,2020-03-13
"Indiana",-0.05,-0.27,-0.37,-0.05,0.04,0.01,2020-03-13
"Iowa",-0.1,-0.33,-0.39,-0.11,0,-0.02,2020-03-13
"Kansas",-0.08,-0.26,-0.22,-0.11,0.06,0,2020-03-13
"Kentucky",-0.03,-0.27,-0.39,0.01,0.04,0.02,2020-03-13
"Louisiana",-0.05,-0.36,-0.22,0,0.01,0,2020-03-13
"Maine",0.04,-0.17,0.19,0.09,0.03,0.04,2020-03-13
"Maryland",-0.01,-0.19,-0.39,0.13,0.04,0.03,2020-03-13
"Massachusetts",0.05,-0.3,0.16,0.26,0.14,0.08,2020-03-13
"Michigan",0.05,-0.29,-0.08,0.03,0.07,0.04,2020-03-13
"Minnesota",-0.02,-0.2,0.02,0.07,0.06,0.03,2020-03-13
