location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
538,19,IA,Iowa,GathRestrictAny,1,1,20200317,20200317,20200618,,,"Extended on 20200406 to 11:59 on 20200430, coded accordingly: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.04.06.pdf extended to https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20200527,Updated DateExpiry to 20200618
538,19,IA,Iowa,OtherBusinessClose,1,1,20200317,20200317,20200618,20200501,,"Closure required: fitness centers, health clubs, gyms, aquatic centers, theaters, performance venues, casinos. Easing, allowing fitness centers and gyms to re-open if they follow protocols for most counties, began on 20200501 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20200527,Updated DateExpiry to 20200618
538,19,IA,Iowa,RestaurantRestrict,1,1,20200317,20200317,20200618,20200501,,"Limited operations required (only take-out, delivery, drive through): restaurants. Eased for most counties starting on 20200501 but bars must stay closed https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20200527,Updated DateExpiry to 20200618
538,19,IA,Iowa,OtherBusinessClose,1,1,20200322,20200322,20200618,20200508,,"Closure required: salons, medical spas, barbershops, tattoo establishments, tanning facilities, massage therapy establishments, and swimming pools. Closure continued through 20200516 with 20200427 order https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf Started easing this group of businesses on 20200508 https://governor.iowa.gov/sites/default/files/documents/Proclamation%20of%20Disaster%20Emergency%20-%202020.05.06.pdf",https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency,20200527,Updated DateExpiry to 20200618
538,19,IA,Iowa,OtherBusinessClose,1,1,20200326,20200327,20200618,20200501,,"Closes non-essential retail stores (e.g., bookstores, clothing stores, cosmic stores). Expands types of retail closures on 20200406 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.04.06.pdf, allows for easing of restrictions on malls, retail stores, etc on 20200501 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.26.pdf,20200527,Updated DateExpiry to 20200618
538,19,IA,Iowa,SchoolClose,1,1,20200402,20200403,,20200601,,"Closes all public and nonpublic schools. Extended to the end of the academic year on 20200427 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf  Easing restrictions on school-sponsored activities, allowing for limited in-person gatherings of less than 10 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.20.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.04.02.pdf,20200522,Updated DateEased to 20200601
539,20,KS,Kansas,EmergDec,1,1,20200312,20200312,20200601,,,,https://governor.kansas.gov/governor-issues-emergency-declaration-for-covid-19/,20200512,Updated expiry based on extension
539,20,KS,Kansas,GathRestrict50,1,1,20200317,20200317,20200501,,,,https://governor.kansas.gov/wp-content/uploads/2020/03/20-04-Executed.pdf,20200413,Added easing
539,20,KS,Kansas,GathRestrictAny,1,1,20200317,20200317,20200601,,,,https://governor.kansas.gov/wp-content/uploads/2020/03/20-04-Executed.pdf,20200522,Updated DateExpiry to 20200601
539,20,KS,Kansas,SchoolClose,1,1,20200317,20200317,20200601,20200518,,"Closing all public and private K-12 schools. Eases restrictions starting on 20200518, allowing for a maximum of 10 people to gather for in-person services in schools",https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-07-Executed.pdf,20200522,"Updated DateEased on 20200518, updated DateExpiry to 20200601"
539,20,KS,Kansas,Quarantine,1,1,20200323,20200323,,,,"People traveling from places with widespread community transmission must quarantine for 14 days, no expiry provided",https://khap2.kdhe.state.ks.us/NewsRelease/PDFs/3-23-2020%20Updates.pdf,20200507,
539,20,KS,Kansas,GathRestrict10,1,1,20200324,20200325,20200601,20200522,,"Order is expanded to include religious gatherings on 20200407 with an enact date of 20200408, legislature struck down, case heard by Supreme Court, which decides in favor of governors order: inclusion of religious gatherings in restriction allowed. Continued to be active as of 20200504. Eased to no more than 15 on 20200522 https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-043020.3.pdf",https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-14-Executed.pdf,20200522,Added DateEased of 20200522
539,20,KS,Kansas,OtherBusinessClose,1,1,20200328,20200330,,20200504,,Establishment of the Kansas Essential Functional Framework (KEFF) by default closed at least some non-essential businesses by their exclusion from this list,https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,20200512,
539,20,KS,Kansas,StayAtHome,1,1,20200328,20200330,20200503,,20200504,"(quote) all individuals within the state of Kansas are directed to stay in their homes or residences unless performing an essential activity (quote). Stay at home ended for all individuals, recommendation now occurring for high-risk individuals",https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,20200510,
539,20,KS,Kansas,PublicMask,0,1,20200430,20200504,,,,Masks are strongly encouraged in public settings,https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,20200512,
539,20,KS,Kansas,StayAtHome,0,0,20200430,20200504,,,,High risk individuals are adivsed to continue to stay at home except when conducting essential functions (high risk being indiviudals with underlying medical conditions or are otherwise immunocompromised)   ,https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-043020.3.pdf,20200512,
540,21,KY,Kentucky,EmergDec,1,1,20200306,20200306,,,,,https://governor.ky.gov/attachments/20200306_Executive-Order_2020-215.pdf,20200324,
540,21,KY,Kentucky,GathRecomAny,0,1,20200311,20200311,,,,On 3/11/2020: Advised that all community gatherings should be cancelled or postponed. Not coded as restriction at present.,https://governor.ky.gov/covid19,20200324,
540,21,KY,Kentucky,SchoolClose,0,1,20200312,20200316,,,,"Requested superintendents to close schools, but did not mandate. Not coded as school closure (i.e., no date ascribed yet), no mandate but gov recommends extension to 20200501 on 20200402. Announcement also closes state parks. ",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=99,20200516,Removed DateExpiry since extended to the end of the school year
540,21,KY,Kentucky,RestaurantRestrict,1,1,20200316,20200316,,20200522,,"Limited operations required (carry-out, delivery, drive thru only): bars, restaurants. Restaurants are allowed to resume in-person services under health and safety requirements on 20200522 https://govsite-assets.s3.amazonaws.com/s1l356ZwRf6ZDTmKJBQo_5-22-2020,%20CHFS%20Order%20-%20Restaurants%20and%20Public-Facing%20Businesses.pdf",https://governor.ky.gov/attachments/20200316_Order_Restaurant-Closure.pdf,20200523,Updated DateEased to 20200522
540,21,KY,Kentucky,OtherBusinessClose,1,1,20200317,20200318,,20200525,,"Closure required: entertainment, hospitality and recreational facilities, community and recreation centers, gyms and exercise facilities, hair salons, nail salons, spas, concert venues, theaters, and sporting event facilities. Eased restrictions on close contact personal care services starting on 20200525 https://govsite-assets.s3.amazonaws.com/RPrsUnlyQzql2yUygXmc_CHFS%20Order%20-%20Public-Facing%20Businesses.pdf",https://governor.ky.gov/attachments/20200317_Order_Public-Facing-Businesses.pdf,20200523,Updated DateEased to 20200525
540,21,KY,Kentucky,GathRestrict3,1,1,20200319,20200319,,20200522,,"Coding as banning mass gatherings of any number (or at least GathRestrict3, the lowest number we currently code). The 20200520 EO eases restrictions to allow gatherings up to 10, implying that no number was allowed previously",https://governor.ky.gov/attachments/20200319_Order_Mass-Gatherings.pdf,20200523,
540,21,KY,Kentucky,GathRestrictAny,1,1,20200319,20200319,,,,"Bans mass gatherings, does not clearly define mass gathering. Coded as restriction any at present",https://governor.ky.gov/attachments/20200319_Order_Mass-Gatherings.pdf,20200324,
540,21,KY,Kentucky,OtherBusinessClose,1,1,20200322,20200323,,20200520,,"All in-person retail businesses that aren't life-sustaining to close at 8:00 pm on 20200323. These include entertainment, sporting goods, clothing, shoe, jewelry and furniture stores, florists, bookstores and auto dealers",https://governor.ky.gov/attachments/20200322_Executive-Order_2020-246_Retail.pdf,20200523,Updated DateEased to 20200520
540,21,KY,Kentucky,NEBusinessClose,1,1,20200325,20200326,,20200511,,"(quote) Only life-sustaining businesses may remain open (quote). Easing to begin on May 11 of manufacturing, professional services, pet grooming https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=148",https://governor.ky.gov/attachments/20200325_Executive-Order_2020-257_Healthy-at-Home.pdf,20200511,Updated DateEased to 20200511
540,21,KY,Kentucky,StayAtHome,0,1,20200325,20200326,,,,"No formal stay-at-home order issued yet, coding as 0 as Mandate for now. NEBusinessClose includes the following (quote) I am now issuing this Order to take additional steps to encourage Kentuckians to remain Healthy at Home, and to do everything in their power to stop the spread of disease. This Order should be construed broadly to prohibit in-person work that is not necessary to protect or sustain life. (quote) -- this fundamentally differs from language for Michigan StayAtHome (quote) This order must be construed broadly to prohibit in-person work that is not necessary to sustain or protect life (quote)",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=105,20200330,"Coded as 0 for Mandate (only recommendation at present), included date"
540,21,KY,Kentucky,Quarantine,1,1,20200330,20200330,,,20200522,"Residents are instructed not to travel outside of state, and must self-quarantine for 14 days upon return. In effect till emergency declaration expires.",https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf,20200523,"Removed DateEased, added DateEnded of 20200522"
540,21,KY,Kentucky,TravelRestrictExit,1,1,20200330,20200330,,,20200506,"Residents are instructed not to travel outside of state except for essential business, and must self-quarantine for 14 days upon return. In effect till emergency declaration expires.",https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf,20200523,Added DateEnded to 20200506
540,21,KY,Kentucky,PublicMask,0,1,20200404,20200404,,,,"From Governor website on 20200404: ?In an added measure, Gov. Beshear said Kentucky is adopting on a voluntary basis the new guidance from the U.S. Centers for Disease Control and Prevention (CDC) recommending that people wear cloth masks in some situations. Gov. Beshear also stressed that wearing a cloth mask is a measure to be added to social distancing, not to replace it",https://governor.ky.gov/covid19,20200516,
540,21,KY,Kentucky,TravelRestrictEntry,1,1,20200506,20200506,,,20200522,"Persons who have tested positive for COVID19, are presumptively diagnosed, or are exhibiting symptoms shall not enter the Commonwealth of Kentucky",https://governor.ky.gov/attachments/20200506_Executive-Order_2020-315_Travel.pdf,20200523,Added DateEnded to 20200522
540,21,KY,Kentucky,GathRestrict10,1,1,20200520,20200522,,,,"Allows gatherings up to 10 people at a time, easing the previous gathering restrictions. Bans gatherings more than 10 unless in places of worship",https://govsite-assets.s3.amazonaws.com/g92cg1QISZiIbF4QwHDj_Executive%20Order%20and%20CHFS%20Order_May.pdf,20200523,
541,22,LA,Louisiana,EmergDec,1,1,20200311,20200311,20200626,,,Public Health Emergency. Extended to 20200605 https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf,https://gov.louisiana.gov/index.cfm/newsroom/detail/2400,20200605,Extended expiry date to 20200605
541,22,LA,Louisiana,GathRestrict250,1,1,20200313,20200313,20200413,,,,https://gov.louisiana.gov/assets/ExecutiveOrders/27-JBE-2020-COVID-19.pdf,20200413,Added expiry date
541,22,LA,Louisiana,GathRestrictAny,1,1,20200313,20200313,20200515,,20200515,Extended to 20200605 https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf,https://gov.louisiana.gov/assets/ExecutiveOrders/27-JBE-2020-COVID-19.pdf,20200516,Updated DateExpiry and DateEnded to 20200515
541,22,LA,Louisiana,SchoolClose,1,1,20200313,20200313,,,,"Public school closure, expiry date originally 20200413. Extended to the end of the year https://gov.louisiana.gov/assets/Proclamations/2020/modified/52-JBE-2020-State-of-Emergency-COVID-19-Extension-to-May-15.pdf",https://gov.louisiana.gov/assets/ExecutiveOrders/27-JBE-2020-COVID-19.pdf,20200516,Removed expiry date since through the end of the academic year
541,22,LA,Louisiana,GathRestrict50,1,1,20200316,20200317,20200413,,,"Issued on the 16th, into effect on the 17th, expiry date originally 20200413. ",https://gov.louisiana.gov/assets/ExecutiveOrders/JBE-EO-30.pdf,20200516,Updated DateExpiry to 20200413
541,22,LA,Louisiana,OtherBusinessClose,1,1,20200316,20200317,20200626,,,"Closure required: bars, gyms, movie theaters, casinos. These businesses remain closed despite easing https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",https://gov.louisiana.gov/assets/ExecutiveOrders/JBE-EO-30.pdf,20200605,Updated DateExpiry to 20200626. 
541,22,LA,Louisiana,RestaurantRestrict,1,1,20200316,20200317,20200626,20200501,,"Limited operations required (only can do take-out, drive-thru, delivery): restaurants, cafes, coffee shops. Expiry date originally 20200413. On 20200402, order extends expiry to 20200430 https://gov.louisiana.gov/assets/Proclamations/2020/41-JBE-2020-Stay-At-Home-Extended.pdf",https://gov.louisiana.gov/assets/ExecutiveOrders/JBE-EO-30.pdf,20200605,Updated DateExpiry to 20200626. 
541,22,LA,Louisiana,GathRestrict10,1,1,20200322,20200323,20200515,,20200515,"Expiry date originally 20200413, now 20200430 per 20200402 order: https://gov.louisiana.gov/assets/Proclamations/2020/41-JBE-2020-Stay-At-Home-Extended.pdf",https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,20200516,Updated DateExpiry and DateEnded to 20200515
541,22,LA,Louisiana,NEBusinessClose,1,1,20200322,20200323,20200605,20200515,,"Non-essential businesses closed on 20200322, expiry date originally 20200413. Order on 20200402 extends expiry to 20200430 https://gov.louisiana.gov/assets/Proclamations/2020/41-JBE-2020-Stay-At-Home-Extended.pdf Started easing restrictions on 20200515 https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,20200516,"Updated DateExpiry to 20200605, added DateEased of 20200515"
541,22,LA,Louisiana,StayAtHome,1,1,20200322,20200323,20200605,20200515,,"(quote) General stay-at-home order (quote). Effective at 5 pm on 20200323, expiry date originally 20200413. A 20200402 order extends expiry to 20200430 https://gov.louisiana.gov/assets/Proclamations/2020/41-JBE-2020-Stay-At-Home-Extended.pdf. Eased to an advisory on 20200515 https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,20200516,"Updated DateExpiry to 20200605, added DateEased of 20200515"
541,22,LA,Louisiana,PublicMask,0,1,20200427,20200427,20200626,,,(quote) Everyone in Louisiana should wear masks when in public (quote) - in press release about extended stayathome order,https://gov.louisiana.gov/home-order-extended-may15/,20200605,Updated DateExpiry to 20200626. 
541,22,LA,Louisiana,GathRecomAny,0,1,20200514,20200515,20200605,,,(quote) all individuals should avoid groups of any size that do not allow for strict social distancing (quote). No longer a required gathering restriction,https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf,20200516,
542,23,ME,Maine,GathRecomAny,0,1,20200312,20200312,,,,,https://www.maine.gov/governor/mills/news/governor-mills-maine-cdc-announce-first-presumptive-positive-case-and-additional-steps-respond,20200324,
542,23,ME,Maine,EmergDec,1,1,20200315,20200315,20200612,,,"Civil emergency proclamation, extended for 30 more days on 20200414. Extended to 20200514 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Proclamation%20to%20Renew%20the%20State%20of%20Civil%20Emergency.pdf. Extended for 30 days https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Proclamation%20to%20Renew%20the%20State%20of%20Civil%20Emergency%20%28Signed%20May%2013%2C%202020%29.pdf",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Proclamation%20of%20State%20of%20Civil%20Emergency%20To%20Further%20Protect%20Public%20Health.pdf,20200530,Updated DateExpiry to 20200612
542,23,ME,Maine,SchoolClose,0,0,20200315,20200315,,,,"School closures recommended, not mandated yet - local discretion",https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond,20200409,Updated DateEnacted based on gov guidance
542,23,ME,Maine,GathRestrict10,1,1,20200318,20200318,20200601,,20200601,The 20200429 order extends to 20200601 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,20200530,Updated DateEnded to 20200601
542,23,ME,Maine,GathRestrictAny,1,1,20200318,20200318,,,,The 20200429 order extends to 20200601 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,20200530,Updated DateEnded to 20200601
542,23,ME,Maine,RestaurantRestrict,1,1,20200318,20200318,,20200518,,"Limited operations required (carry-out, delivery, drive-through only): restaurants, bars. Extended to 20200430 on 20200331, original expiry 20200408. The 20200429 executive order extends restaurant restrictions to at least 20200601 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf Easing of RestaurantRestrict effective 20200518 subject to health precautions for the counties of Aroostook, Piscataquis, Washington, Hancock, Somerset, Franklin, Oxford, Kennebec, Waldo, Knox, Lincoln, and Sagadahoc. https://www.maine.gov/governor/mills/news/governor-mills-introduces-rural-reopening-plan-2020-05-08",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,20200530,Removed DateExpiry as updated EO no longer provides expiry dates
542,23,ME,Maine,NEBusinessClose,1,1,20200324,20200325,,20200501,,Nonessential business closure. Restrictions eased for at least some businesses starting on 20200501 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,20200530,Removed DateExpiry as updated EO no longer provides expiry dates
542,23,ME,Maine,OtherBusinessClose,1,1,20200324,20200325,,20200511,,Other businesses close with NE businsess issuance. Closure of at least other businesses are extended to at least 20200601 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf Easing of OtherBusinessClose effective 20200511 for certain counties only https://www.maine.gov/governor/mills/news/governor-mills-introduces-rural-reopening-plan-2020-05-08,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,20200530,Removed DateExpiry as updated EO no longer provides expiry dates
542,23,ME,Maine,SchoolClose,1,1,20200331,20200401,20200501,,,School closure extended to at least 20200501 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/CORRECTED_An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,https://www.mainepublic.org/sites/mpbn/files/202003/an_order_regarding_further_restrictions_on_public_contact_and_movement__schools__vehicle_travel_and_retail_business_operations.pdf,20200402,
542,23,ME,Maine,StayAtHome,1,1,20200331,20200401,,20200529,,Eased on 20200529 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf,https://www.mainepublic.org/sites/mpbn/files/202003/an_order_regarding_further_restrictions_on_public_contact_and_movement__schools__vehicle_travel_and_retail_business_operations.pdf,20200530,"Added DateEased of 20200529, removed DateExpiry as updated EO no longer provides expiry dates"
542,23,ME,Maine,Quarantine,1,1,20200403,20200403,,,,Anyone entering Maine must self quarantine regardless of point of origin or residency. Extended to 20200601 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2034.pdf,20200530,Removed DateExpiry as updated EO no longer provides expiry dates
542,23,ME,Maine,TravelRestrictEntry,1,1,20200403,20200403,,,20200609,"Visitors are instructed not to travel to Maine if they are displaying symptoms of COVID-19, and are advised not to travel to Maine if they are traveling from cities and regions identified as COVID-19 hotspots, including the cities of Detroit, Chicago, New York. Residents of New York, New Jersey, and Connecticut should refrain from travel in compliance with CDC travel guidance. Extended to 20200601 on 20200429 https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Establishing%20Quarantine%20Restrictions%20On%20Travelers%20Arriving%20in%20Maine.pdf,20200609,Added DateEnded of 20200609
542,23,ME,Maine,PublicMask,1,1,20200429,20200501,,,,"Individuals must wear cloth face coverings in public settings where other physical distancing measures are difficult to maintain. Goes into effect on 20200501, in effect through 20200531 (coded to 20200601) unless amended to be sooner",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Stay%20Safer%20at%20Home.pdf,20200530,Removed DateExpiry as updated EO no longer provides expiry dates
543,24,MD,Maryland,EmergDec,1,1,20200305,20200305,,,,Extended on 20200602. No expiry date provided https://governor.maryland.gov/wp-content/uploads/2020/06/4th-Renewal-of-State-of-Emergency-6.3.20.pdf,https://governor.maryland.gov/wp-content/uploads/2020/03/Proclamation-COVID-19.pdf,20200604,Noted extension
543,24,MD,Maryland,SchoolClose,1,1,20200312,20200316,,,,"State superintendent announces closure during governor's press conf on 20200312, no expiry date specified. Effective 5pm 20200529, reopens outdoor day camps: https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-7th-AMENDED-5.27.20.pdf",https://news.maryland.gov/msde/state-superintendent-salmon-announces-temporary-closure-of-maryland-public-schools/,20200530,"Updated PolicyNotes, Added DateEased"
543,24,MD,Maryland,GathRestrict50,1,1,20200316,20200316,,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,20200324,
543,24,MD,Maryland,GathRestrictAny,1,1,20200316,20200316,,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,20200324,
543,24,MD,Maryland,OtherBusinessClose,1,1,20200316,20200316,,20200529,,"Closure required: casinos, racetracks, betting facilities, bars, theaters, fitness centers, bingo halls. These businesses remain closed under the 20200515 EO https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-SIXTH-AMENDED-5.13.20.pdf Easing began on 20200529, with drive-in movie theaters being allowed to re-open https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-7th-AMENDED-5.27.20.pdf",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,20200531,Added DateEased of 20200529
543,24,MD,Maryland,RestaurantRestrict,1,1,20200316,20200316,,20200529,,"Limited operations required (carry-out or drive-through, off-premise only): restaurants, bars. Effective 5pm 20200529, eases restrictions on restaurants and social clubs with dining facilities to allow serving food in outdoor seating areas: https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-7th-AMENDED-5.27.20.pdf",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,20200530,"Updated PolicyNotes, Added DateEased"
543,24,MD,Maryland,GathRestrict10,1,1,20200319,20200319,,,,Referenced in 20200323 order. ,https://governor.maryland.gov/wp-content/uploads/2020/03/Amending-Gatherings.pdf,20200413,Updated policy source
543,24,MD,Maryland,OtherBusinessClose,1,1,20200319,20200319,,,,"Closure required: shopping malls, bowling alleys, bingo halls, others",https://governor.maryland.gov/wp-content/uploads/2020/03/Amending-Gatherings.pdf,20200324,
543,24,MD,Maryland,NEBusinessClose,1,1,20200323,20200323,,20200507,,"Non-essential businesses closed, effective 5pm on 20200323. Easing began on 20200507 with easing restrictions on golf courses (which had been explicitly closed before): https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-FIFTH-AMENDED-5.6.20.pdf.  Further easing started on 20200515 https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-SIXTH-AMENDED-5.13.20.pdf . Effective 5pm 20200529, reopens drive-in movie theaters, outdoor swimming pools and tour boats : https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-7th-AMENDED-5.27.20.pdf",https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,20200531,Added DateEased of 20200507
543,24,MD,Maryland,StayAtHome,1,1,20200330,20200330,,,20200515,Effective at 8 pm 20200330. No clear expiry date. Ended on 20200515 https://governor.maryland.gov/wp-content/uploads/2020/05/Gatherings-SIXTH-AMENDED-5.13.20.pdf,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,20200515,"Removed DateEased, added DateEnded of 20200515"
543,24,MD,Maryland,PublicMask,1,1,20200415,20200418,,,,"Effective at 7 am on 20200418. Requirements are for riders and operators on public transport, customers 9 years and older at retail restablishments and food services establishment, adult customers accmpnahing children ",https://governor.maryland.gov/wp-content/uploads/2020/04/Masks-and-Physical-Distancing-4.15.20.pdf,20200419,
544,25,MA,Massachusetts,EmergDec,1,1,20200310,20200310,,,,No expiry date provided,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,20200324,
544,25,MA,Massachusetts,GathRestrict250,1,1,20200313,20200313,,,,,https://www.mass.gov/doc/order-prohibiting-gatherings-of-more-than-250-people/download,20200324,
544,25,MA,Massachusetts,GathRestrictAny,1,1,20200313,20200313,,,,,https://www.mass.gov/doc/order-prohibiting-gatherings-of-more-than-250-people/download,20200324,
544,25,MA,Massachusetts,GathRestrict25,1,1,20200315,20200317,20200406,,,,https://www.mass.gov/doc/march-16-2020-large-gathering-at-25-people-order/download,20200518,Updated DateExpiry to 20200406
544,25,MA,Massachusetts,RestaurantRestrict,1,1,20200315,20200317,,20200608,,"Limited operations required (off premise only): restaurants, bars. Restrictions continued with 20200518 re-opening order: https://www.mass.gov/doc/may-18-2020-re-opening-massachusetts-order/download Effective 20200608 restaurants can provide service outside https://www.mass.gov/doc/june-6-2020-phase-ii-reopening/download",https://www.mass.gov/doc/march-16-2020-large-gathering-at-25-people-order/download,20200609,Added DateEased 20200608
544,25,MA,Massachusetts,SchoolClose,1,1,20200315,20200317,20200629,,,Suspend all public/private schools starting 20200317 (at end of school day on 20200316). Extended to 20200629 https://www.mass.gov/doc/april-21-2020-school-closure-extension-order/download,https://www.mass.gov/doc/march-16-2020-k-12-school-closing-order/download,20200518,Updated DateExpiry to 20200629
