"country","age","pop"
"United_Kingdom",15,725538
"United_Kingdom",16,718034
"United_Kingdom",17,727074
"United_Kingdom",18,747173
"United_Kingdom",19,766715
"United_Kingdom",20,787594
"United_Kingdom",21,807944
"United_Kingdom",22,825529
"United_Kingdom",23,841244
"United_Kingdom",24,857958
"United_Kingdom",25,874781
"United_Kingdom",26,890265
"United_Kingdom",27,903865
"United_Kingdom",28,915503
"United_Kingdom",29,925931
"United_Kingdom",30,935338
"United_Kingdom",31,940622
"United_Kingdom",32,940419
"United_Kingdom",33,936114
"United_Kingdom",34,931143
"United_Kingdom",35,925645
"United_Kingdom",36,917336
"United_Kingdom",37,905692
"United_Kingdom",38,892211
"United_Kingdom",39,879049
"United_Kingdom",40,865937
"United_Kingdom",41,855932
"United_Kingdom",42,850835
"United_Kingdom",43,849671
"United_Kingdom",44,848410
"United_Kingdom",45,846348
"United_Kingdom",46,851132
"United_Kingdom",47,865674
"United_Kingdom",48,885937
"United_Kingdom",49,904803
"United_Kingdom",50,923495
"United_Kingdom",51,936703
"United_Kingdom",52,940995
"United_Kingdom",53,938380
"United_Kingdom",54,935345
"United_Kingdom",55,931839
"United_Kingdom",56,920563
"United_Kingdom",57,898931
"United_Kingdom",58,870403
"United_Kingdom",59,841711
"United_Kingdom",60,812337
"United_Kingdom",61,783879
"United_Kingdom",62,758083
"United_Kingdom",63,734932
"United_Kingdom",64,710254
"United_Kingdom",65,681994
"United_Kingdom",66,666673
"United_Kingdom",67,671168
"United_Kingdom",68,686881
"United_Kingdom",69,700274
"United_Kingdom",70,716378
"United_Kingdom",71,714162
"United_Kingdom",72,682533
"United_Kingdom",73,632116
"United_Kingdom",74,584307
"United_Kingdom",75,534438
"United_Kingdom",76,491398
"United_Kingdom",77,461641
"United_Kingdom",78,440326
"United_Kingdom",79,416158
"United_Kingdom",80,391391
"United_Kingdom",81,366373
"United_Kingdom",82,340146
"United_Kingdom",83,313342
"United_Kingdom",84,287778
"United_Kingdom",85,263360
"United_Kingdom",86,238617
"United_Kingdom",87,213082
"United_Kingdom",88,187443
"United_Kingdom",89,160933
"United_Kingdom",90,139849
"United_Kingdom",91,122215
"United_Kingdom",92,100491
"United_Kingdom",93,74820
"United_Kingdom",94,56650
"United_Kingdom",95,48442
"United_Kingdom",96,40284
"United_Kingdom",97,30062
"United_Kingdom",98,17775
"United_Kingdom",99,10154
"United_Kingdom",100,15352
