"","school","cumulative_students","date","start","number_students","type","loc"
"2715","KENDALL SQUARE K-8 CENTER",1,"2020-11-21","2020-09-06",41,"Public","FL"
"2716","KENLY ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",509,"Public","FL"
"2717","KENSINGTON PARK ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1083,"Public","FL"
"2718","KENWOOD ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",610,"Public","FL"
"2719","KENWOOD ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",610,"Public","FL"
"2720","KENWOOD K-8 CENTER",3,"2020-11-21","2020-09-06",1096,"Public","FL"
"2721","KERNAN TRAIL ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",713,"Public","FL"
"2722","KESWICK CHRISTIAN SCHOOL",6,"2020-10-24","2020-09-06",529,"Private","FL"
"2723","KESWICK CHRISTIAN SCHOOL",23,"2020-11-21","2020-09-06",529,"Private","FL"
"2724","KETTERLINUS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",424,"Public","FL"
"2725","KETTERLINUS ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",424,"Public","FL"
"2726","KEY BISCAYNE K-8 CENTER",1,"2020-10-24","2020-09-06",1241,"Public","FL"
"2727","KEY BISCAYNE K-8 CENTER",4,"2020-11-21","2020-09-06",1241,"Public","FL"
"2728","KEY BISCAYNE PRESBYTERIAN SCHOOL",1,"2020-11-21","2020-09-06",17,"Private","FL"
"2729","KEY LARGO SCHOOL",0,"2020-10-24","2020-09-06",856,"Public","FL"
"2730","KEY LARGO SCHOOL",3,"2020-11-21","2020-09-06",856,"Public","FL"
"2731","KEY WEST HIGH SCHOOL",1,"2020-10-24","2020-09-06",1261,"Public","FL"
"2732","KEY WEST HIGH SCHOOL",15,"2020-11-21","2020-09-06",1261,"Public","FL"
"2733","KEYS GATE CHARTER HIGH SCHOOL",1,"2020-10-24","2020-09-06",835,"Public","FL"
"2734","KEYS GATE CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",835,"Public","FL"
"2735","KEYS GATE CHARTER SCHOOL",1,"2020-10-24","2020-09-06",1993,"Public","FL"
"2736","KEYS GATE CHARTER SCHOOL",4,"2020-11-21","2020-09-06",1993,"Public","FL"
"2737","KEYSTONE HEIGHTS ELEMENTARY",2,"2020-10-24","2020-09-06",826,"Public","FL"
"2738","KEYSTONE HEIGHTS ELEMENTARY",4,"2020-11-21","2020-09-06",826,"Public","FL"
"2739","KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH",7,"2020-10-24","2020-09-06",1203,"Public","FL"
"2740","KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH",13,"2020-11-21","2020-09-06",1203,"Public","FL"
"2741","KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",165,"Public","FL"
"2742","KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH",1,"2020-10-24","2020-09-06",565,"Public","FL"
"2743","KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH",1,"2020-11-21","2020-09-06",565,"Public","FL"
"2744","KILLARNEY ELEMENTARY",0,"2020-11-21","2020-09-06",419,"Public","FL"
"2745","KILLEARN LAKES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",870,"Public","FL"
"2746","KILLEARN LAKES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",870,"Public","FL"
"2747","KIMBALL WILES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",942,"Public","FL"
"2748","KIMBALL WILES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",942,"Public","FL"
"2749","KINDER CUB SCHOOL INC",1,"2020-10-24","2020-09-06",92,"Public","FL"
"2750","KINDER CUB SCHOOL INC",1,"2020-11-21","2020-09-06",92,"Public","FL"
"2751","KING HIGH SCHOOL",3,"2020-10-24","2020-09-06",1841,"Public","FL"
"2752","KING HIGH SCHOOL",7,"2020-11-21","2020-09-06",1841,"Public","FL"
"2753","KINGDOM ACADEMY",1,"2020-11-21","2020-09-06",253,"Private","FL"
"2754","KINGDOM KIDS CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",65,"Private","FL"
"2755","KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL",2,"2020-10-24","2020-09-06",402,"Public","FL"
"2756","KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL",2,"2020-11-21","2020-09-06",402,"Public","FL"
"2757","KINGS TRAIL ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",412,"Public","FL"
"2758","KINGS TRAIL ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",412,"Public","FL"
"2759","KINGSFIELD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",617,"Public","FL"
"2760","KINGSFORD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",636,"Public","FL"
"2761","KINGSFORD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",636,"Public","FL"
"2762","KINGSWAY CHRISTIAN ACADEMY",1,"2020-10-24","2020-09-06",399,"Private","FL"
"2763","KINGSWAY CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",399,"Private","FL"
"2764","KINGSWAY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",620,"Public","FL"
"2765","KINGSWAY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",620,"Public","FL"
"2766","KINGSWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",461,"Public","FL"
"2767","KINLOCH PARK ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",608,"Public","FL"
"2768","KINLOCH PARK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",608,"Public","FL"
"2769","KINLOCH PARK MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",716,"Public","FL"
"2770","KINLOCH PARK MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",716,"Public","FL"
"2771","KISSIMMEE CHARTER ACADEMY",3,"2020-10-24","2020-09-06",780,"Public","FL"
"2772","KISSIMMEE CHARTER ACADEMY",3,"2020-11-21","2020-09-06",780,"Public","FL"
"2773","KISSIMMEE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",1023,"Public","FL"
"2774","KISSIMMEE ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",1023,"Public","FL"
"2775","KISSIMMEE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1341,"Public","FL"
"2776","KISSIMMEE MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1341,"Public","FL"
"2777","KNIGHTS ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",767,"Public","FL"
"2778","KNIGHTS ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",767,"Public","FL"
"2779","KOA ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",652,"Public","FL"
"2780","KOA ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",652,"Public","FL"
"2781","L C SWAIN MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1394,"Public","FL"
"2782","L C SWAIN MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1394,"Public","FL"
"2783","L. A. AINGER MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",603,"Public","FL"
"2784","L. A. AINGER MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",603,"Public","FL"
"2785","L. D. MCARTHUR ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",713,"Public","FL"
"2786","LA SCUOLA",0,"2020-11-21","2020-09-06",129,"Private","FL"
"2787","LABELLE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",490,"Public","FL"
"2788","LABELLE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",490,"Public","FL"
"2789","LABELLE HIGH SCHOOL",4,"2020-10-24","2020-09-06",1222,"Public","FL"
"2790","LABELLE HIGH SCHOOL",8,"2020-11-21","2020-09-06",1222,"Public","FL"
"2791","LABELLE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",823,"Public","FL"
"2792","LABELLE MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",823,"Public","FL"
"2793","LAFAYETTE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",601,"Public","FL"
"2794","LAFAYETTE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",601,"Public","FL"
"2795","LAFAYETTE HIGH SCHOOL",4,"2020-10-24","2020-09-06",626,"Public","FL"
"2796","LAFAYETTE HIGH SCHOOL",5,"2020-11-21","2020-09-06",626,"Public","FL"
"2797","LAKE ACADEMY LEESBURG",0,"2020-11-21","2020-09-06",82,"Public","FL"
"2798","LAKE ALFRED ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",667,"Public","FL"
"2799","LAKE ALFRED ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",667,"Public","FL"
"2800","LAKE ALFRED POLYTECH ACADEMY",1,"2020-11-21","2020-09-06",549,"Public","FL"
"2801","LAKE ASBURY ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",827,"Public","FL"
"2802","LAKE ASBURY ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",827,"Public","FL"
"2803","LAKE ASBURY JUNIOR HIGH SCHOOL",11,"2020-10-24","2020-09-06",1109,"Public","FL"
"2804","LAKE ASBURY JUNIOR HIGH SCHOOL",18,"2020-11-21","2020-09-06",1109,"Public","FL"
"2805","LAKE BRANTLEY HIGH SCHOOL",10,"2020-10-24","2020-09-06",2685,"Public","FL"
"2806","LAKE BRANTLEY HIGH SCHOOL",22,"2020-11-21","2020-09-06",2685,"Public","FL"
"2807","LAKE BUTLER ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",974,"Public","FL"
"2808","LAKE BUTLER ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",974,"Public","FL"
"2809","LAKE BUTLER MIDDLE SCHOOL",6,"2020-10-24","2020-09-06",752,"Public","FL"
"2810","LAKE BUTLER MIDDLE SCHOOL",11,"2020-11-21","2020-09-06",752,"Public","FL"
"2811","LAKE CITY CHRISTIAN ACADEMY",2,"2020-11-21","2020-09-06",195,"Private","FL"
"2812","LAKE CITY MIDDLE SCHOOL",12,"2020-10-24","2020-09-06",991,"Public","FL"
"2813","LAKE CITY MIDDLE SCHOOL",14,"2020-11-21","2020-09-06",991,"Public","FL"
"2814","LAKE COMO SCHOOL",0,"2020-10-24","2020-09-06",612,"Public","FL"
"2815","LAKE COMO SCHOOL",2,"2020-11-21","2020-09-06",612,"Public","FL"
"2816","LAKE COUNTRY ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",584,"Public","FL"
"2817","LAKE COUNTRY ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",584,"Public","FL"
"2818","LAKE FERN MONTESSORI ACADEMY",1,"2020-11-21","2020-09-06",70,"Private","FL"
"2819","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",732,"Public","FL"
"2820","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",323,"Public","FL"
"2821","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",420,"Public","FL"
"2822","LAKE FOREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",732,"Public","FL"
"2823","LAKE FOREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",323,"Public","FL"
"2824","LAKE FOREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",420,"Public","FL"
"2825","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",732,"Public","FL"
"2826","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",323,"Public","FL"
"2827","LAKE FOREST ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",420,"Public","FL"
"2828","LAKE FOREST ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",732,"Public","FL"
"2829","LAKE FOREST ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",323,"Public","FL"
"2830","LAKE FOREST ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",420,"Public","FL"
"2831","LAKE FORREST PREPARATORY SCHOOL",0,"2020-10-24","2020-09-06",149,"Private","FL"
"2832","LAKE FORREST PREPARATORY SCHOOL",3,"2020-11-21","2020-09-06",149,"Private","FL"
"2833","LAKE GEORGE ELEMENTARY",0,"2020-10-24","2020-09-06",604,"Public","FL"
"2834","LAKE GEORGE ELEMENTARY",0,"2020-11-21","2020-09-06",604,"Public","FL"
"2835","LAKE GIBSON SENIOR HIGH SCHOOL",7,"2020-10-24","2020-09-06",1818,"Public","FL"
"2836","LAKE GIBSON SENIOR HIGH SCHOOL",14,"2020-11-21","2020-09-06",1818,"Public","FL"
"2837","LAKE HIGHLAND PREPARATORY SCHOOL",4,"2020-10-24","2020-09-06",1895,"Private","FL"
"2838","LAKE HIGHLAND PREPARATORY SCHOOL",11,"2020-11-21","2020-09-06",1895,"Private","FL"
"2839","LAKE HILLS SCHOOL",1,"2020-10-24","2020-09-06",215,"Public","FL"
"2840","LAKE HILLS SCHOOL",3,"2020-11-21","2020-09-06",215,"Public","FL"
"2841","LAKE HOWELL HIGH SCHOOL",8,"2020-10-24","2020-09-06",2227,"Public","FL"
"2842","LAKE HOWELL HIGH SCHOOL",18,"2020-11-21","2020-09-06",2227,"Public","FL"
"2843","LAKE MAGDALENE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",804,"Public","FL"
"2844","LAKE MARION CREEK MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",622,"Public","FL"
"2845","LAKE MARION CREEK MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",622,"Public","FL"
"2846","LAKE MARY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",912,"Public","FL"
"2847","LAKE MARY ELEMENTARY SCHOOL",7,"2020-11-21","2020-09-06",912,"Public","FL"
"2848","LAKE MARY HIGH SCHOOL",15,"2020-10-24","2020-09-06",2913,"Public","FL"
"2849","LAKE MARY HIGH SCHOOL",25,"2020-11-21","2020-09-06",2913,"Public","FL"
"2850","LAKE MARY PREPARATORY SCHOOL",1,"2020-10-24","2020-09-06",501,"Private","FL"
"2851","LAKE MARY PREPARATORY SCHOOL",5,"2020-11-21","2020-09-06",501,"Private","FL"
"2852","LAKE MINNEOLA HIGH SCHOOL",3,"2020-10-24","2020-09-06",1728,"Public","FL"
"2853","LAKE MINNEOLA HIGH SCHOOL",5,"2020-11-21","2020-09-06",1728,"Public","FL"
"2854","LAKE MONTESSORI SCHOOL",1,"2020-10-24","2020-09-06",62,"Private","FL"
"2855","LAKE MONTESSORI SCHOOL",1,"2020-11-21","2020-09-06",62,"Private","FL"
"2856","LAKE MYRTLE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",597,"Public","FL"
"2857","LAKE MYRTLE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",597,"Public","FL"
"2858","LAKE NONA HIGH",3,"2020-10-24","2020-09-06",3266,"Public","FL"
"2859","LAKE NONA HIGH",8,"2020-11-21","2020-09-06",3266,"Public","FL"
"2860","LAKE NONA MIDDLE",1,"2020-11-21","2020-09-06",1485,"Public","FL"
"2861","LAKE PANASOFFKEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",592,"Public","FL"
"2862","LAKE PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",545,"Public","FL"
"2863","LAKE PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",376,"Public","FL"
"2864","LAKE PARK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",545,"Public","FL"
"2865","LAKE PARK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",376,"Public","FL"
"2866","LAKE PLACID ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",723,"Public","FL"
"2867","LAKE PLACID HIGH SCHOOL",5,"2020-10-24","2020-09-06",807,"Public","FL"
"2868","LAKE PLACID HIGH SCHOOL",11,"2020-11-21","2020-09-06",807,"Public","FL"
"2869","LAKE PLACID MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",667,"Public","FL"
"2870","LAKE PLACID MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",667,"Public","FL"
"2871","LAKE REGION HIGH SCHOOL",14,"2020-10-24","2020-09-06",1510,"Public","FL"
"2872","LAKE REGION HIGH SCHOOL",18,"2020-11-21","2020-09-06",1510,"Public","FL"
"2873","LAKE SHORE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",981,"Public","FL"
"2874","LAKE SHORE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",685,"Public","FL"
"2875","LAKE SHORE MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",981,"Public","FL"
"2876","LAKE SHORE MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",685,"Public","FL"
"2877","LAKE SHORE MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",981,"Public","FL"
"2878","LAKE SHORE MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",685,"Public","FL"
"2879","LAKE SHORE MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",981,"Public","FL"
"2880","LAKE SHORE MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",685,"Public","FL"
"2881","LAKE SILVER ELEMENTARY",2,"2020-11-21","2020-09-06",560,"Public","FL"
"2882","LAKE ST. GEORGE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",672,"Public","FL"
"2883","LAKE SYBELIA ELEMENTARY",2,"2020-11-21","2020-09-06",541,"Public","FL"
"2884","LAKE TECHNICAL COLLEGE",0,"2020-10-24","2020-09-06",0,"Public","FL"
"2885","LAKE TECHNICAL COLLEGE",0,"2020-11-21","2020-09-06",0,"Public","FL"
"2886","LAKE TECHNICAL COLLEGE",1,"2020-11-21","2020-09-06",0,"Public","FL"
"2887","LAKE TRAFFORD ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",754,"Public","FL"
"2888","LAKE TRAFFORD ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",754,"Public","FL"
"2889","LAKE WALES SENIOR HIGH SCHOOL",4,"2020-10-24","2020-09-06",1571,"Public","FL"
"2890","LAKE WALES SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",1571,"Public","FL"
"2891","LAKE WEIR HIGH SCHOOL",7,"2020-10-24","2020-09-06",1475,"Public","FL"
"2892","LAKE WEIR HIGH SCHOOL",12,"2020-11-21","2020-09-06",1475,"Public","FL"
"2893","LAKE WEIR MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1126,"Public","FL"
"2894","LAKE WEIR MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",1126,"Public","FL"
"2895","LAKE WESTON ELEMENTARY",0,"2020-11-21","2020-09-06",537,"Public","FL"
"2896","LAKE WHITNEY ELEMENTARY",0,"2020-11-21","2020-09-06",544,"Public","FL"
"2897","LAKE WORTH COMMUNITY MIDDLE",2,"2020-11-21","2020-09-06",1163,"Public","FL"
"2898","LAKE WORTH HIGH SCHOOL",3,"2020-10-24","2020-09-06",2413,"Public","FL"
"2899","LAKE WORTH HIGH SCHOOL",5,"2020-11-21","2020-09-06",2413,"Public","FL"
"2900","LAKELAND CHRISTIAN SCHOOL",2,"2020-10-24","2020-09-06",1045,"Private","FL"
"2901","LAKELAND CHRISTIAN SCHOOL",3,"2020-11-21","2020-09-06",1045,"Private","FL"
"2902","LAKELAND HIGHLANDS MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1278,"Public","FL"
"2903","LAKELAND HIGHLANDS MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1278,"Public","FL"
"2904","LAKELAND MONTESSORI SCHOOL HOUSE",2,"2020-10-24","2020-09-06",116,"Public","FL"
"2905","LAKELAND MONTESSORI SCHOOL HOUSE",2,"2020-11-21","2020-09-06",116,"Public","FL"
"2906","LAKELAND SENIOR HIGH SCHOOL",2,"2020-10-24","2020-09-06",2105,"Public","FL"
"2907","LAKELAND SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",2105,"Public","FL"
"2908","LAKEMONT ELEMENTARY",4,"2020-11-21","2020-09-06",666,"Public","FL"
"2909","LAKESIDE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",753,"Public","FL"
"2910","LAKESIDE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",725,"Public","FL"
"2911","LAKESIDE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",753,"Public","FL"
"2912","LAKESIDE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",725,"Public","FL"
"2913","LAKESIDE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",753,"Public","FL"
"2914","LAKESIDE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",725,"Public","FL"
"2915","LAKESIDE JUNIOR HIGH SCHOOL",0,"2020-10-24","2020-09-06",834,"Public","FL"
"2916","LAKESIDE JUNIOR HIGH SCHOOL",3,"2020-11-21","2020-09-06",834,"Public","FL"
"2917","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",599,"Public","FL"
"2918","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",403,"Public","FL"
"2919","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",737,"Public","FL"
"2920","LAKEVIEW ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",599,"Public","FL"
"2921","LAKEVIEW ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",403,"Public","FL"
"2922","LAKEVIEW ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",737,"Public","FL"
"2923","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",599,"Public","FL"
"2924","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",403,"Public","FL"
"2925","LAKEVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",737,"Public","FL"
"2926","LAKEVIEW ELEMENTARY SCHOOL",8,"2020-11-21","2020-09-06",599,"Public","FL"
"2927","LAKEVIEW ELEMENTARY SCHOOL",8,"2020-11-21","2020-09-06",403,"Public","FL"
"2928","LAKEVIEW ELEMENTARY SCHOOL",8,"2020-11-21","2020-09-06",737,"Public","FL"
"2929","LAKEVILLE ELEMENTARY",0,"2020-11-21","2020-09-06",663,"Public","FL"
"2930","LAKEWOOD ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",379,"Public","FL"
"2931","LAKEWOOD HIGH SCHOOL",1,"2020-10-24","2020-09-06",1012,"Public","FL"
"2932","LAKEWOOD HIGH SCHOOL",2,"2020-11-21","2020-09-06",1012,"Public","FL"
"2933","LAKEWOOD RANCH HIGH SCHOOL",5,"2020-10-24","2020-09-06",2439,"Public","FL"
"2934","LAKEWOOD RANCH HIGH SCHOOL",7,"2020-11-21","2020-09-06",2439,"Public","FL"
"2935","LAMAR LOUISE CURRY MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1202,"Public","FL"
"2936","LAMAR LOUISE CURRY MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1202,"Public","FL"
"2937","LAMARQUE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",856,"Public","FL"
"2938","LAMARQUE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",856,"Public","FL"
"2939","LAMB ELEMENTARY",1,"2020-10-24","2020-09-06",727,"Public","FL"
"2940","LAMB ELEMENTARY",1,"2020-11-21","2020-09-06",727,"Public","FL"
"2941","LANCASTER ELEMENTARY",1,"2020-10-24","2020-09-06",815,"Public","FL"
"2942","LANCASTER ELEMENTARY",2,"2020-11-21","2020-09-06",815,"Public","FL"
"2943","LAND O' LAKES HIGH SCHOOL",8,"2020-10-24","2020-09-06",1840,"Public","FL"
"2944","LAND O' LAKES HIGH SCHOOL",22,"2020-11-21","2020-09-06",1840,"Public","FL"
"2945","LANDMARK MIDDLE SCHOOL",4,"2020-10-24","2020-09-06",1430,"Public","FL"
"2946","LANDMARK MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1430,"Public","FL"
"2947","LANGUAGE & LITERACY ACADEMY FOR LEARNING",1,"2020-10-24","2020-09-06",187,"Public","FL"
"2948","LANGUAGE & LITERACY ACADEMY FOR LEARNING",1,"2020-11-21","2020-09-06",187,"Public","FL"
"2949","LANIER ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",341,"Public","FL"
"2950","LANIER ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",341,"Public","FL"
"2951","LANIER-JAMES EDUCATION CENTER",0,"2020-11-21","2020-09-06",87,"Public","FL"
"2952","LANTANA MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",906,"Public","FL"
"2953","LANTANA MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",906,"Public","FL"
"2954","LARGO HIGH SCHOOL",6,"2020-10-24","2020-09-06",1967,"Public","FL"
"2955","LARGO HIGH SCHOOL",16,"2020-11-21","2020-09-06",1967,"Public","FL"
"2956","LARGO MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",805,"Public","FL"
"2957","LARGO MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",805,"Public","FL"
"2958","LARKDALE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",424,"Public","FL"
"2959","LAUDERHILL PAUL TURNER ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",678,"Public","FL"
"2960","LAUDERHILL PAUL TURNER ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",678,"Public","FL"
"2961","LAUREATE PARK ELEMENTARY",1,"2020-10-24","2020-09-06",797,"Public","FL"
"2962","LAUREATE PARK ELEMENTARY",2,"2020-11-21","2020-09-06",797,"Public","FL"
"2963","LAUREL ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",900,"Public","FL"
"2964","LAUREL HILL SCHOOL",4,"2020-11-21","2020-09-06",380,"Public","FL"
"2965","LAUREL NOKOMIS SCHOOL",2,"2020-10-24","2020-09-06",1181,"Public","FL"
"2966","LAUREL NOKOMIS SCHOOL",3,"2020-11-21","2020-09-06",1181,"Public","FL"
"2967","LAUREL OAK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",965,"Public","FL"
"2968","LAUREL OAK ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",965,"Public","FL"
"2969","LAVILLA SCHOOL OF THE ARTS",3,"2020-10-24","2020-09-06",1028,"Public","FL"
"2970","LAVILLA SCHOOL OF THE ARTS",4,"2020-11-21","2020-09-06",1028,"Public","FL"
"2971","LAVOY EXCEPTIONAL CENTER",1,"2020-10-24","2020-09-06",77,"Public","FL"
"2972","LAVOY EXCEPTIONAL CENTER",1,"2020-11-21","2020-09-06",77,"Public","FL"
"2973","LAWNWOOD ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",710,"Public","FL"
"2974","LAWNWOOD ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",710,"Public","FL"
"2975","LAWTEY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",222,"Public","FL"
"2976","LAWTEY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",222,"Public","FL"
"2977","LAWTON CHILES ELEMENTARY",0,"2020-10-24","2020-09-06",655,"Public","FL"
"2978","LAWTON CHILES ELEMENTARY",0,"2020-11-21","2020-09-06",655,"Public","FL"
"2979","LAWTON CHILES HIGH SCHOOL",12,"2020-10-24","2020-09-06",2095,"Public","FL"
"2980","LAWTON CHILES HIGH SCHOOL",14,"2020-11-21","2020-09-06",2095,"Public","FL"
