region,DateRep,Cases,Deaths,population
SC,2020-02-29T00:00:00Z,0,0,7252502
SE,2020-02-29T00:00:00Z,0,0,2319032
SP,2020-02-29T00:00:00Z,1,0,46289333
TO,2020-02-29T00:00:00Z,0,0,1624183
AC,2020-03-01T00:00:00Z,0,0,894470
AL,2020-03-01T00:00:00Z,0,0,3351092
AM,2020-03-01T00:00:00Z,0,0,4207714
AP,2020-03-01T00:00:00Z,0,0,861773
BA,2020-03-01T00:00:00Z,0,0,14930424
CE,2020-03-01T00:00:00Z,0,0,9187886
DF,2020-03-01T00:00:00Z,0,0,1585771
ES,2020-03-01T00:00:00Z,0,0,4064052
GO,2020-03-01T00:00:00Z,0,0,7116143
MA,2020-03-01T00:00:00Z,0,0,7114598
MG,2020-03-01T00:00:00Z,0,0,21292666
MS,2020-03-01T00:00:00Z,0,0,2809394
MT,2020-03-01T00:00:00Z,0,0,3526220
PA,2020-03-01T00:00:00Z,0,0,8690745
PB,2020-03-01T00:00:00Z,0,0,4039277
PE,2020-03-01T00:00:00Z,0,0,9617072
PI,2020-03-01T00:00:00Z,0,0,3280697
PR,2020-03-01T00:00:00Z,0,0,11516840
RJ,2020-03-01T00:00:00Z,0,0,17366189
RN,2020-03-01T00:00:00Z,0,0,3534165
RO,2020-03-01T00:00:00Z,0,0,1796460
RR,2020-03-01T00:00:00Z,0,0,631181
RS,2020-03-01T00:00:00Z,0,0,11422973
SC,2020-03-01T00:00:00Z,0,0,7252502
SE,2020-03-01T00:00:00Z,0,0,2319032
SP,2020-03-01T00:00:00Z,0,0,46289333
TO,2020-03-01T00:00:00Z,0,0,1624183
AC,2020-03-02T00:00:00Z,0,0,894470
AL,2020-03-02T00:00:00Z,0,0,3351092
AM,2020-03-02T00:00:00Z,0,0,4207714
AP,2020-03-02T00:00:00Z,0,0,861773
BA,2020-03-02T00:00:00Z,0,0,14930424
CE,2020-03-02T00:00:00Z,0,0,9187886
DF,2020-03-02T00:00:00Z,0,0,1585771
ES,2020-03-02T00:00:00Z,0,0,4064052
GO,2020-03-02T00:00:00Z,0,0,7116143
MA,2020-03-02T00:00:00Z,0,0,7114598
MG,2020-03-02T00:00:00Z,0,0,21292666
MS,2020-03-02T00:00:00Z,0,0,2809394
MT,2020-03-02T00:00:00Z,0,0,3526220
PA,2020-03-02T00:00:00Z,0,0,8690745
PB,2020-03-02T00:00:00Z,0,0,4039277
PE,2020-03-02T00:00:00Z,0,0,9617072
PI,2020-03-02T00:00:00Z,0,0,3280697
PR,2020-03-02T00:00:00Z,0,0,11516840
RJ,2020-03-02T00:00:00Z,0,0,17366189
RN,2020-03-02T00:00:00Z,0,0,3534165
RO,2020-03-02T00:00:00Z,0,0,1796460
RR,2020-03-02T00:00:00Z,0,0,631181
RS,2020-03-02T00:00:00Z,0,0,11422973
SC,2020-03-02T00:00:00Z,0,0,7252502
SE,2020-03-02T00:00:00Z,0,0,2319032
SP,2020-03-02T00:00:00Z,0,0,46289333
TO,2020-03-02T00:00:00Z,0,0,1624183
AC,2020-03-03T00:00:00Z,0,0,894470
AL,2020-03-03T00:00:00Z,0,0,3351092
AM,2020-03-03T00:00:00Z,0,0,4207714
AP,2020-03-03T00:00:00Z,0,0,861773
BA,2020-03-03T00:00:00Z,0,0,14930424
CE,2020-03-03T00:00:00Z,0,0,9187886
DF,2020-03-03T00:00:00Z,0,0,1585771
ES,2020-03-03T00:00:00Z,0,0,4064052
GO,2020-03-03T00:00:00Z,0,0,7116143
MA,2020-03-03T00:00:00Z,0,0,7114598
MG,2020-03-03T00:00:00Z,0,0,21292666
MS,2020-03-03T00:00:00Z,0,0,2809394
MT,2020-03-03T00:00:00Z,0,0,3526220
PA,2020-03-03T00:00:00Z,0,0,8690745
PB,2020-03-03T00:00:00Z,0,0,4039277
PE,2020-03-03T00:00:00Z,0,0,9617072
PI,2020-03-03T00:00:00Z,0,0,3280697
PR,2020-03-03T00:00:00Z,0,0,11516840
RJ,2020-03-03T00:00:00Z,0,0,17366189
RN,2020-03-03T00:00:00Z,0,0,3534165
RO,2020-03-03T00:00:00Z,0,0,1796460
RR,2020-03-03T00:00:00Z,0,0,631181
RS,2020-03-03T00:00:00Z,0,0,11422973
SC,2020-03-03T00:00:00Z,0,0,7252502
SE,2020-03-03T00:00:00Z,0,0,2319032
SP,2020-03-03T00:00:00Z,0,0,46289333
TO,2020-03-03T00:00:00Z,0,0,1624183
AC,2020-03-04T00:00:00Z,0,0,894470
AL,2020-03-04T00:00:00Z,0,0,3351092
AM,2020-03-04T00:00:00Z,0,0,4207714
AP,2020-03-04T00:00:00Z,0,0,861773
BA,2020-03-04T00:00:00Z,0,0,14930424
CE,2020-03-04T00:00:00Z,0,0,9187886
DF,2020-03-04T00:00:00Z,0,0,1585771
ES,2020-03-04T00:00:00Z,0,0,4064052
GO,2020-03-04T00:00:00Z,0,0,7116143
MA,2020-03-04T00:00:00Z,0,0,7114598
MG,2020-03-04T00:00:00Z,0,0,21292666
MS,2020-03-04T00:00:00Z,0,0,2809394
MT,2020-03-04T00:00:00Z,0,0,3526220
PA,2020-03-04T00:00:00Z,0,0,8690745
PB,2020-03-04T00:00:00Z,0,0,4039277
PE,2020-03-04T00:00:00Z,0,0,9617072
PI,2020-03-04T00:00:00Z,0,0,3280697
PR,2020-03-04T00:00:00Z,0,0,11516840
RJ,2020-03-04T00:00:00Z,0,0,17366189
RN,2020-03-04T00:00:00Z,0,0,3534165
RO,2020-03-04T00:00:00Z,0,0,1796460
RR,2020-03-04T00:00:00Z,0,0,631181
RS,2020-03-04T00:00:00Z,0,0,11422973
SC,2020-03-04T00:00:00Z,0,0,7252502
SE,2020-03-04T00:00:00Z,0,0,2319032
SP,2020-03-04T00:00:00Z,1,0,46289333
TO,2020-03-04T00:00:00Z,0,0,1624183
AC,2020-03-05T00:00:00Z,0,0,894470
AL,2020-03-05T00:00:00Z,0,0,3351092
AM,2020-03-05T00:00:00Z,0,0,4207714
AP,2020-03-05T00:00:00Z,0,0,861773
BA,2020-03-05T00:00:00Z,0,0,14930424
CE,2020-03-05T00:00:00Z,0,0,9187886
DF,2020-03-05T00:00:00Z,0,0,1585771
ES,2020-03-05T00:00:00Z,0,0,4064052
GO,2020-03-05T00:00:00Z,0,0,7116143
MA,2020-03-05T00:00:00Z,0,0,7114598
MG,2020-03-05T00:00:00Z,0,0,21292666
MS,2020-03-05T00:00:00Z,0,0,2809394
MT,2020-03-05T00:00:00Z,0,0,3526220
PA,2020-03-05T00:00:00Z,0,0,8690745
PB,2020-03-05T00:00:00Z,0,0,4039277
PE,2020-03-05T00:00:00Z,0,0,9617072
PI,2020-03-05T00:00:00Z,0,0,3280697
PR,2020-03-05T00:00:00Z,0,0,11516840
RJ,2020-03-05T00:00:00Z,1,0,17366189
RN,2020-03-05T00:00:00Z,0,0,3534165
RO,2020-03-05T00:00:00Z,0,0,1796460
RR,2020-03-05T00:00:00Z,0,0,631181
RS,2020-03-05T00:00:00Z,0,0,11422973
SC,2020-03-05T00:00:00Z,0,0,7252502
SE,2020-03-05T00:00:00Z,0,0,2319032
SP,2020-03-05T00:00:00Z,3,0,46289333
TO,2020-03-05T00:00:00Z,0,0,1624183
AC,2020-03-06T00:00:00Z,0,0,894470
AL,2020-03-06T00:00:00Z,0,0,3351092
AM,2020-03-06T00:00:00Z,0,0,4207714
AP,2020-03-06T00:00:00Z,0,0,861773
BA,2020-03-06T00:00:00Z,1,0,14930424
CE,2020-03-06T00:00:00Z,0,0,9187886
DF,2020-03-06T00:00:00Z,0,0,1585771
ES,2020-03-06T00:00:00Z,1,0,4064052
GO,2020-03-06T00:00:00Z,0,0,7116143
MA,2020-03-06T00:00:00Z,0,0,7114598
MG,2020-03-06T00:00:00Z,0,0,21292666
MS,2020-03-06T00:00:00Z,0,0,2809394
MT,2020-03-06T00:00:00Z,0,0,3526220
PA,2020-03-06T00:00:00Z,0,0,8690745
PB,2020-03-06T00:00:00Z,0,0,4039277
PE,2020-03-06T00:00:00Z,0,0,9617072
PI,2020-03-06T00:00:00Z,0,0,3280697
PR,2020-03-06T00:00:00Z,0,0,11516840
RJ,2020-03-06T00:00:00Z,0,0,17366189
RN,2020-03-06T00:00:00Z,0,0,3534165
RO,2020-03-06T00:00:00Z,0,0,1796460
RR,2020-03-06T00:00:00Z,0,0,631181
RS,2020-03-06T00:00:00Z,0,0,11422973
SC,2020-03-06T00:00:00Z,0,0,7252502
SE,2020-03-06T00:00:00Z,0,0,2319032
SP,2020-03-06T00:00:00Z,4,0,46289333
TO,2020-03-06T00:00:00Z,0,0,1624183
AC,2020-03-07T00:00:00Z,0,0,894470
AL,2020-03-07T00:00:00Z,0,0,3351092
AM,2020-03-07T00:00:00Z,0,0,4207714
AP,2020-03-07T00:00:00Z,0,0,861773
BA,2020-03-07T00:00:00Z,1,0,14930424
CE,2020-03-07T00:00:00Z,0,0,9187886
DF,2020-03-07T00:00:00Z,1,0,1585771
ES,2020-03-07T00:00:00Z,0,0,4064052
GO,2020-03-07T00:00:00Z,0,0,7116143
MA,2020-03-07T00:00:00Z,0,0,7114598
MG,2020-03-07T00:00:00Z,0,0,21292666
MS,2020-03-07T00:00:00Z,0,0,2809394
MT,2020-03-07T00:00:00Z,0,0,3526220
PA,2020-03-07T00:00:00Z,0,0,8690745
PB,2020-03-07T00:00:00Z,0,0,4039277
PE,2020-03-07T00:00:00Z,0,0,9617072
PI,2020-03-07T00:00:00Z,0,0,3280697
PR,2020-03-07T00:00:00Z,0,0,11516840
RJ,2020-03-07T00:00:00Z,1,0,17366189
RN,2020-03-07T00:00:00Z,0,0,3534165
RO,2020-03-07T00:00:00Z,0,0,1796460
RR,2020-03-07T00:00:00Z,0,0,631181
RS,2020-03-07T00:00:00Z,0,0,11422973
SC,2020-03-07T00:00:00Z,0,0,7252502
SE,2020-03-07T00:00:00Z,0,0,2319032
SP,2020-03-07T00:00:00Z,3,0,46289333
TO,2020-03-07T00:00:00Z,0,0,1624183
AC,2020-03-08T00:00:00Z,0,0,894470
AL,2020-03-08T00:00:00Z,1,0,3351092
AM,2020-03-08T00:00:00Z,0,0,4207714
AP,2020-03-08T00:00:00Z,0,0,861773
BA,2020-03-08T00:00:00Z,0,0,14930424
CE,2020-03-08T00:00:00Z,0,0,9187886
DF,2020-03-08T00:00:00Z,0,0,1585771
ES,2020-03-08T00:00:00Z,0,0,4064052
GO,2020-03-08T00:00:00Z,0,0,7116143
MA,2020-03-08T00:00:00Z,0,0,7114598
MG,2020-03-08T00:00:00Z,1,0,21292666
MS,2020-03-08T00:00:00Z,0,0,2809394
MT,2020-03-08T00:00:00Z,0,0,3526220
PA,2020-03-08T00:00:00Z,0,0,8690745
PB,2020-03-08T00:00:00Z,0,0,4039277
PE,2020-03-08T00:00:00Z,0,0,9617072
PI,2020-03-08T00:00:00Z,0,0,3280697
PR,2020-03-08T00:00:00Z,0,0,11516840
RJ,2020-03-08T00:00:00Z,1,0,17366189
RN,2020-03-08T00:00:00Z,0,0,3534165
RO,2020-03-08T00:00:00Z,0,0,1796460
RR,2020-03-08T00:00:00Z,0,0,631181
RS,2020-03-08T00:00:00Z,0,0,11422973
SC,2020-03-08T00:00:00Z,0,0,7252502
SE,2020-03-08T00:00:00Z,0,0,2319032
SP,2020-03-08T00:00:00Z,3,0,46289333
TO,2020-03-08T00:00:00Z,0,0,1624183
AC,2020-03-09T00:00:00Z,0,0,894470
AL,2020-03-09T00:00:00Z,0,0,3351092
AM,2020-03-09T00:00:00Z,0,0,4207714
AP,2020-03-09T00:00:00Z,0,0,861773
BA,2020-03-09T00:00:00Z,0,0,14930424
CE,2020-03-09T00:00:00Z,0,0,9187886
DF,2020-03-09T00:00:00Z,0,0,1585771
ES,2020-03-09T00:00:00Z,0,0,4064052
GO,2020-03-09T00:00:00Z,0,0,7116143
MA,2020-03-09T00:00:00Z,0,0,7114598
MG,2020-03-09T00:00:00Z,0,0,21292666
MS,2020-03-09T00:00:00Z,0,0,2809394
MT,2020-03-09T00:00:00Z,0,0,3526220
PA,2020-03-09T00:00:00Z,0,0,8690745
PB,2020-03-09T00:00:00Z,0,0,4039277
PE,2020-03-09T00:00:00Z,0,0,9617072
PI,2020-03-09T00:00:00Z,0,0,3280697
PR,2020-03-09T00:00:00Z,0,0,11516840
RJ,2020-03-09T00:00:00Z,0,0,17366189
RN,2020-03-09T00:00:00Z,0,0,3534165
RO,2020-03-09T00:00:00Z,0,0,1796460
RR,2020-03-09T00:00:00Z,0,0,631181
RS,2020-03-09T00:00:00Z,0,0,11422973
SC,2020-03-09T00:00:00Z,0,0,7252502
SE,2020-03-09T00:00:00Z,0,0,2319032
SP,2020-03-09T00:00:00Z,0,0,46289333
TO,2020-03-09T00:00:00Z,0,0,1624183
AC,2020-03-10T00:00:00Z,0,0,894470
AL,2020-03-10T00:00:00Z,0,0,3351092
AM,2020-03-10T00:00:00Z,0,0,4207714
AP,2020-03-10T00:00:00Z,0,0,861773
BA,2020-03-10T00:00:00Z,0,0,14930424
CE,2020-03-10T00:00:00Z,0,0,9187886
DF,2020-03-10T00:00:00Z,0,0,1585771
ES,2020-03-10T00:00:00Z,0,0,4064052
GO,2020-03-10T00:00:00Z,0,0,7116143
MA,2020-03-10T00:00:00Z,0,0,7114598
MG,2020-03-10T00:00:00Z,0,0,21292666
MS,2020-03-10T00:00:00Z,0,0,2809394
MT,2020-03-10T00:00:00Z,0,0,3526220
PA,2020-03-10T00:00:00Z,0,0,8690745
PB,2020-03-10T00:00:00Z,0,0,4039277
PE,2020-03-10T00:00:00Z,0,0,9617072
PI,2020-03-10T00:00:00Z,0,0,3280697
PR,2020-03-10T00:00:00Z,0,0,11516840
RJ,2020-03-10T00:00:00Z,5,0,17366189
RN,2020-03-10T00:00:00Z,0,0,3534165
RO,2020-03-10T00:00:00Z,0,0,1796460
RR,2020-03-10T00:00:00Z,0,0,631181
RS,2020-03-10T00:00:00Z,1,0,11422973
SC,2020-03-10T00:00:00Z,0,0,7252502
SE,2020-03-10T00:00:00Z,0,0,2319032
SP,2020-03-10T00:00:00Z,3,0,46289333
TO,2020-03-10T00:00:00Z,0,0,1624183
AC,2020-03-11T00:00:00Z,0,0,894470
AL,2020-03-11T00:00:00Z,0,0,3351092
AM,2020-03-11T00:00:00Z,0,0,4207714
AP,2020-03-11T00:00:00Z,0,0,861773
BA,2020-03-11T00:00:00Z,0,0,14930424
CE,2020-03-11T00:00:00Z,0,0,9187886
DF,2020-03-11T00:00:00Z,1,0,1585771
ES,2020-03-11T00:00:00Z,0,0,4064052
GO,2020-03-11T00:00:00Z,0,0,7116143
MA,2020-03-11T00:00:00Z,0,0,7114598
MG,2020-03-11T00:00:00Z,0,0,21292666
MS,2020-03-11T00:00:00Z,0,0,2809394
MT,2020-03-11T00:00:00Z,0,0,3526220
PA,2020-03-11T00:00:00Z,0,0,8690745
PB,2020-03-11T00:00:00Z,0,0,4039277
PE,2020-03-11T00:00:00Z,0,0,9617072
PI,2020-03-11T00:00:00Z,0,0,3280697
PR,2020-03-11T00:00:00Z,0,0,11516840
RJ,2020-03-11T00:00:00Z,5,0,17366189
RN,2020-03-11T00:00:00Z,0,0,3534165
RO,2020-03-11T00:00:00Z,0,0,1796460
RR,2020-03-11T00:00:00Z,0,0,631181
RS,2020-03-11T00:00:00Z,1,0,11422973
SC,2020-03-11T00:00:00Z,0,0,7252502
SE,2020-03-11T00:00:00Z,0,0,2319032
SP,2020-03-11T00:00:00Z,11,0,46289333
TO,2020-03-11T00:00:00Z,0,0,1624183
AC,2020-03-12T00:00:00Z,0,0,894470
AL,2020-03-12T00:00:00Z,0,0,3351092
AM,2020-03-12T00:00:00Z,0,0,4207714
AP,2020-03-12T00:00:00Z,0,0,861773
BA,2020-03-12T00:00:00Z,0,0,14930424
CE,2020-03-12T00:00:00Z,0,0,9187886
DF,2020-03-12T00:00:00Z,0,0,1585771
ES,2020-03-12T00:00:00Z,0,0,4064052
GO,2020-03-12T00:00:00Z,0,0,7116143
MA,2020-03-12T00:00:00Z,0,0,7114598
MG,2020-03-12T00:00:00Z,0,0,21292666
MS,2020-03-12T00:00:00Z,0,0,2809394
MT,2020-03-12T00:00:00Z,0,0,3526220
PA,2020-03-12T00:00:00Z,0,0,8690745
PB,2020-03-12T00:00:00Z,0,0,4039277
PE,2020-03-12T00:00:00Z,2,0,9617072
PI,2020-03-12T00:00:00Z,0,0,3280697
PR,2020-03-12T00:00:00Z,6,0,11516840
RJ,2020-03-12T00:00:00Z,3,0,17366189
RN,2020-03-12T00:00:00Z,0,0,3534165
RO,2020-03-12T00:00:00Z,0,0,1796460
RR,2020-03-12T00:00:00Z,0,0,631181
RS,2020-03-12T00:00:00Z,2,0,11422973
SC,2020-03-12T00:00:00Z,0,0,7252502
SE,2020-03-12T00:00:00Z,0,0,2319032
SP,2020-03-12T00:00:00Z,12,0,46289333
TO,2020-03-12T00:00:00Z,0,0,1624183
AC,2020-03-13T00:00:00Z,0,0,894470
AL,2020-03-13T00:00:00Z,0,0,3351092
AM,2020-03-13T00:00:00Z,0,0,4207714
AP,2020-03-13T00:00:00Z,0,0,861773
BA,2020-03-13T00:00:00Z,0,0,14930424
CE,2020-03-13T00:00:00Z,0,0,9187886
DF,2020-03-13T00:00:00Z,0,0,1585771
ES,2020-03-13T00:00:00Z,0,0,4064052
GO,2020-03-13T00:00:00Z,3,0,7116143
MA,2020-03-13T00:00:00Z,0,0,7114598
MG,2020-03-13T00:00:00Z,1,0,21292666
MS,2020-03-13T00:00:00Z,0,0,2809394
MT,2020-03-13T00:00:00Z,0,0,3526220
PA,2020-03-13T00:00:00Z,0,0,8690745
PB,2020-03-13T00:00:00Z,0,0,4039277
PE,2020-03-13T00:00:00Z,0,0,9617072
PI,2020-03-13T00:00:00Z,0,0,3280697
PR,2020-03-13T00:00:00Z,0,0,11516840
RJ,2020-03-13T00:00:00Z,0,0,17366189
RN,2020-03-13T00:00:00Z,1,0,3534165
RO,2020-03-13T00:00:00Z,0,0,1796460
RR,2020-03-13T00:00:00Z,0,0,631181
RS,2020-03-13T00:00:00Z,0,0,11422973
SC,2020-03-13T00:00:00Z,2,0,7252502
SE,2020-03-13T00:00:00Z,0,0,2319032
SP,2020-03-13T00:00:00Z,14,0,46289333
TO,2020-03-13T00:00:00Z,0,0,1624183
AC,2020-03-14T00:00:00Z,0,0,894470
AL,2020-03-14T00:00:00Z,0,0,3351092
AM,2020-03-14T00:00:00Z,0,0,4207714
AP,2020-03-14T00:00:00Z,0,0,861773
BA,2020-03-14T00:00:00Z,0,0,14930424
CE,2020-03-14T00:00:00Z,0,0,9187886
DF,2020-03-14T00:00:00Z,4,0,1585771
ES,2020-03-14T00:00:00Z,0,0,4064052
GO,2020-03-14T00:00:00Z,0,0,7116143
MA,2020-03-14T00:00:00Z,0,0,7114598
MG,2020-03-14T00:00:00Z,0,0,21292666
MS,2020-03-14T00:00:00Z,0,0,2809394
MT,2020-03-14T00:00:00Z,0,0,3526220
PA,2020-03-14T00:00:00Z,0,0,8690745
PB,2020-03-14T00:00:00Z,0,0,4039277
PE,2020-03-14T00:00:00Z,0,0,9617072
PI,2020-03-14T00:00:00Z,0,0,3280697
PR,2020-03-14T00:00:00Z,0,0,11516840
RJ,2020-03-14T00:00:00Z,6,0,17366189
RN,2020-03-14T00:00:00Z,0,0,3534165
RO,2020-03-14T00:00:00Z,0,0,1796460
RR,2020-03-14T00:00:00Z,0,0,631181
RS,2020-03-14T00:00:00Z,2,0,11422973
SC,2020-03-14T00:00:00Z,2,0,7252502
SE,2020-03-14T00:00:00Z,0,0,2319032
SP,2020-03-14T00:00:00Z,9,0,46289333
TO,2020-03-14T00:00:00Z,0,0,1624183
AC,2020-03-15T00:00:00Z,0,0,894470
AL,2020-03-15T00:00:00Z,0,0,3351092
AM,2020-03-15T00:00:00Z,1,0,4207714
AP,2020-03-15T00:00:00Z,0,0,861773
BA,2020-03-15T00:00:00Z,0,0,14930424
CE,2020-03-15T00:00:00Z,0,0,9187886
DF,2020-03-15T00:00:00Z,2,0,1585771
ES,2020-03-15T00:00:00Z,0,0,4064052
GO,2020-03-15T00:00:00Z,0,0,7116143
MA,2020-03-15T00:00:00Z,0,0,7114598
MG,2020-03-15T00:00:00Z,0,0,21292666
MS,2020-03-15T00:00:00Z,0,0,2809394
MT,2020-03-15T00:00:00Z,0,0,3526220
PA,2020-03-15T00:00:00Z,0,0,8690745
PB,2020-03-15T00:00:00Z,0,0,4039277
PE,2020-03-15T00:00:00Z,0,0,9617072
PI,2020-03-15T00:00:00Z,0,0,3280697
PR,2020-03-15T00:00:00Z,0,0,11516840
RJ,2020-03-15T00:00:00Z,2,0,17366189
RN,2020-03-15T00:00:00Z,0,0,3534165
RO,2020-03-15T00:00:00Z,0,0,1796460
RR,2020-03-15T00:00:00Z,0,0,631181
RS,2020-03-15T00:00:00Z,0,0,11422973
SC,2020-03-15T00:00:00Z,2,0,7252502
SE,2020-03-15T00:00:00Z,1,0,2319032
SP,2020-03-15T00:00:00Z,71,0,46289333
TO,2020-03-15T00:00:00Z,0,0,1624183
AC,2020-03-16T00:00:00Z,0,0,894470
AL,2020-03-16T00:00:00Z,0,0,3351092
AM,2020-03-16T00:00:00Z,0,0,4207714
AP,2020-03-16T00:00:00Z,0,0,861773
BA,2020-03-16T00:00:00Z,0,0,14930424
CE,2020-03-16T00:00:00Z,0,0,9187886
DF,2020-03-16T00:00:00Z,5,0,1585771
ES,2020-03-16T00:00:00Z,0,0,4064052
GO,2020-03-16T00:00:00Z,0,0,7116143
MA,2020-03-16T00:00:00Z,0,0,7114598
MG,2020-03-16T00:00:00Z,3,0,21292666
MS,2020-03-16T00:00:00Z,2,0,2809394
MT,2020-03-16T00:00:00Z,0,0,3526220
PA,2020-03-16T00:00:00Z,0,0,8690745
PB,2020-03-16T00:00:00Z,0,0,4039277
PE,2020-03-16T00:00:00Z,0,0,9617072
PI,2020-03-16T00:00:00Z,0,0,3280697
PR,2020-03-16T00:00:00Z,0,0,11516840
RJ,2020-03-16T00:00:00Z,7,0,17366189
RN,2020-03-16T00:00:00Z,0,0,3534165
RO,2020-03-16T00:00:00Z,0,0,1796460
RR,2020-03-16T00:00:00Z,0,0,631181
RS,2020-03-16T00:00:00Z,0,0,11422973
SC,2020-03-16T00:00:00Z,1,0,7252502
SE,2020-03-16T00:00:00Z,0,0,2319032
SP,2020-03-16T00:00:00Z,16,0,46289333
TO,2020-03-16T00:00:00Z,0,0,1624183
AC,2020-03-17T00:00:00Z,0,0,894470
AL,2020-03-17T00:00:00Z,0,0,3351092
AM,2020-03-17T00:00:00Z,0,0,4207714
AP,2020-03-17T00:00:00Z,0,0,861773
BA,2020-03-17T00:00:00Z,1,0,14930424
CE,2020-03-17T00:00:00Z,5,0,9187886
DF,2020-03-17T00:00:00Z,9,0,1585771
ES,2020-03-17T00:00:00Z,0,0,4064052
GO,2020-03-17T00:00:00Z,3,0,7116143
MA,2020-03-17T00:00:00Z,0,0,7114598
MG,2020-03-17T00:00:00Z,2,0,21292666
MS,2020-03-17T00:00:00Z,2,0,2809394
MT,2020-03-17T00:00:00Z,0,0,3526220
PA,2020-03-17T00:00:00Z,0,0,8690745
PB,2020-03-17T00:00:00Z,0,0,4039277
PE,2020-03-17T00:00:00Z,14,0,9617072
PI,2020-03-17T00:00:00Z,0,0,3280697
PR,2020-03-17T00:00:00Z,0,0,11516840
RJ,2020-03-17T00:00:00Z,2,0,17366189
RN,2020-03-17T00:00:00Z,0,0,3534165
RO,2020-03-17T00:00:00Z,0,0,1796460
RR,2020-03-17T00:00:00Z,0,0,631181
RS,2020-03-17T00:00:00Z,4,0,11422973
SC,2020-03-17T00:00:00Z,0,0,7252502
SE,2020-03-17T00:00:00Z,3,0,2319032
SP,2020-03-17T00:00:00Z,12,1,46289333
TO,2020-03-17T00:00:00Z,0,0,1624183
AC,2020-03-18T00:00:00Z,0,0,894470
AL,2020-03-18T00:00:00Z,0,0,3351092
AM,2020-03-18T00:00:00Z,0,0,4207714
AP,2020-03-18T00:00:00Z,0,0,861773
BA,2020-03-18T00:00:00Z,0,0,14930424
CE,2020-03-18T00:00:00Z,4,0,9187886
DF,2020-03-18T00:00:00Z,4,0,1585771
ES,2020-03-18T00:00:00Z,8,0,4064052
GO,2020-03-18T00:00:00Z,2,0,7116143
MA,2020-03-18T00:00:00Z,0,0,7114598
MG,2020-03-18T00:00:00Z,8,0,21292666
MS,2020-03-18T00:00:00Z,3,0,2809394
MT,2020-03-18T00:00:00Z,0,0,3526220
PA,2020-03-18T00:00:00Z,0,0,8690745
PB,2020-03-18T00:00:00Z,0,0,4039277
PE,2020-03-18T00:00:00Z,0,0,9617072
PI,2020-03-18T00:00:00Z,0,0,3280697
PR,2020-03-18T00:00:00Z,7,0,11516840
RJ,2020-03-18T00:00:00Z,12,0,17366189
RN,2020-03-18T00:00:00Z,0,0,3534165
RO,2020-03-18T00:00:00Z,0,0,1796460
RR,2020-03-18T00:00:00Z,0,0,631181
RS,2020-03-18T00:00:00Z,9,0,11422973
SC,2020-03-18T00:00:00Z,3,0,7252502
SE,2020-03-18T00:00:00Z,1,0,2319032
SP,2020-03-18T00:00:00Z,76,3,46289333
TO,2020-03-18T00:00:00Z,0,0,1624183
AC,2020-03-19T00:00:00Z,3,0,894470
AL,2020-03-19T00:00:00Z,3,0,3351092
AM,2020-03-19T00:00:00Z,2,0,4207714
AP,2020-03-19T00:00:00Z,0,0,861773
BA,2020-03-19T00:00:00Z,27,0,14930424
CE,2020-03-19T00:00:00Z,11,0,9187886
DF,2020-03-19T00:00:00Z,16,0,1585771
ES,2020-03-19T00:00:00Z,2,0,4064052
GO,2020-03-19T00:00:00Z,4,0,7116143
MA,2020-03-19T00:00:00Z,0,0,7114598
MG,2020-03-19T00:00:00Z,14,0,21292666
MS,2020-03-19T00:00:00Z,0,0,2809394
MT,2020-03-19T00:00:00Z,0,0,3526220
PA,2020-03-19T00:00:00Z,1,0,8690745
PB,2020-03-19T00:00:00Z,1,0,4039277
PE,2020-03-19T00:00:00Z,12,0,9617072
PI,2020-03-19T00:00:00Z,0,0,3280697
PR,2020-03-19T00:00:00Z,10,0,11516840
RJ,2020-03-19T00:00:00Z,20,2,17366189
RN,2020-03-19T00:00:00Z,0,0,3534165
RO,2020-03-19T00:00:00Z,0,0,1796460
RR,2020-03-19T00:00:00Z,0,0,631181
RS,2020-03-19T00:00:00Z,9,0,11422973
SC,2020-03-19T00:00:00Z,10,0,7252502
SE,2020-03-19T00:00:00Z,1,0,2319032
SP,2020-03-19T00:00:00Z,46,0,46289333
TO,2020-03-19T00:00:00Z,1,0,1624183
AC,2020-03-20T00:00:00Z,4,0,894470
AL,2020-03-20T00:00:00Z,1,0,3351092
AM,2020-03-20T00:00:00Z,0,0,4207714
AP,2020-03-20T00:00:00Z,1,0,861773
BA,2020-03-20T00:00:00Z,3,0,14930424
CE,2020-03-20T00:00:00Z,35,0,9187886
DF,2020-03-20T00:00:00Z,45,0,1585771
ES,2020-03-20T00:00:00Z,2,0,4064052
GO,2020-03-20T00:00:00Z,3,0,7116143
MA,2020-03-20T00:00:00Z,0,0,7114598
MG,2020-03-20T00:00:00Z,6,0,21292666
MS,2020-03-20T00:00:00Z,2,0,2809394
MT,2020-03-20T00:00:00Z,1,0,3526220
PA,2020-03-20T00:00:00Z,1,0,8690745
PB,2020-03-20T00:00:00Z,0,0,4039277
PE,2020-03-20T00:00:00Z,2,0,9617072
PI,2020-03-20T00:00:00Z,3,0,3280697
PR,2020-03-20T00:00:00Z,9,0,11516840
RJ,2020-03-20T00:00:00Z,44,0,17366189
RN,2020-03-20T00:00:00Z,0,0,3534165
RO,2020-03-20T00:00:00Z,1,0,1796460
RR,2020-03-20T00:00:00Z,0,0,631181
