regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados
Norte,TO,2020-03-12,0,0,0,0
Norte,TO,2020-03-13,0,0,0,0
Norte,TO,2020-03-14,0,0,0,0
Norte,TO,2020-03-15,0,0,0,0
Norte,TO,2020-03-16,0,0,0,0
Norte,TO,2020-03-17,0,0,0,0
Norte,TO,2020-03-18,0,0,0,0
Norte,TO,2020-03-19,1,1,0,0
Norte,TO,2020-03-20,0,1,0,0
Norte,TO,2020-03-21,1,2,0,0
Norte,TO,2020-03-22,0,2,0,0
Norte,TO,2020-03-23,3,5,0,0
Norte,TO,2020-03-24,2,7,0,0
Norte,TO,2020-03-25,0,7,0,0
Norte,TO,2020-03-26,0,7,0,0
Norte,TO,2020-03-27,1,8,0,0
Norte,TO,2020-03-28,1,9,0,0
Norte,TO,2020-03-29,0,9,0,0
Norte,TO,2020-03-30,1,10,0,0
Norte,TO,2020-03-31,1,11,0,0
Norte,TO,2020-04-01,1,12,0,0
Norte,TO,2020-04-02,0,12,0,0
Norte,TO,2020-04-03,0,12,0,0
Norte,TO,2020-04-04,2,14,0,0
Norte,TO,2020-04-05,3,17,0,0
Norte,TO,2020-04-06,0,17,0,0
Norte,TO,2020-04-07,2,19,0,0
Norte,TO,2020-04-08,4,23,0,0
Norte,TO,2020-04-09,0,23,0,0
Norte,TO,2020-04-10,0,23,0,0
Norte,TO,2020-04-11,0,23,0,0
Norte,TO,2020-04-12,2,25,0,0
Norte,TO,2020-04-13,1,26,0,0
Norte,TO,2020-04-14,0,26,0,0
Norte,TO,2020-04-15,0,26,1,1
Norte,TO,2020-04-16,3,29,0,1
Norte,TO,2020-04-17,2,31,0,1
Norte,TO,2020-04-18,2,33,0,1
Norte,TO,2020-04-19,0,33,0,1
Norte,TO,2020-04-20,1,34,0,1
Norte,TO,2020-04-21,3,37,0,1
Norte,TO,2020-04-22,0,37,0,1
Norte,TO,2020-04-23,0,37,1,2
Norte,TO,2020-04-24,6,43,0,2
Norte,TO,2020-04-25,7,50,0,2
Norte,TO,2020-04-26,8,58,0,2
Norte,TO,2020-04-27,9,67,0,2
Norte,TO,2020-04-28,12,79,0,2
Norte,TO,2020-04-29,37,116,1,3
Norte,TO,2020-04-30,21,137,0,3
Norte,TO,2020-05-01,27,164,0,3
Norte,TO,2020-05-02,27,191,1,4
Norte,TO,2020-05-03,55,246,0,4
Norte,TO,2020-05-04,21,267,2,6
Norte,TO,2020-05-05,36,303,1,7
Norte,TO,2020-05-06,48,351,2,9
Nordeste,MA,2020-01-30,0,0,0,0
Nordeste,MA,2020-01-31,0,0,0,0
Nordeste,MA,2020-02-01,0,0,0,0
Nordeste,MA,2020-02-02,0,0,0,0
Nordeste,MA,2020-02-03,0,0,0,0
Nordeste,MA,2020-02-04,0,0,0,0
Nordeste,MA,2020-02-05,0,0,0,0
Nordeste,MA,2020-02-06,0,0,0,0
Nordeste,MA,2020-02-07,0,0,0,0
Nordeste,MA,2020-02-08,0,0,0,0
Nordeste,MA,2020-02-09,0,0,0,0
Nordeste,MA,2020-02-10,0,0,0,0
Nordeste,MA,2020-02-11,0,0,0,0
Nordeste,MA,2020-02-12,0,0,0,0
Nordeste,MA,2020-02-13,0,0,0,0
Nordeste,MA,2020-02-14,0,0,0,0
Nordeste,MA,2020-02-15,0,0,0,0
Nordeste,MA,2020-02-16,0,0,0,0
Nordeste,MA,2020-02-17,0,0,0,0
Nordeste,MA,2020-02-18,0,0,0,0
Nordeste,MA,2020-02-19,0,0,0,0
Nordeste,MA,2020-02-20,0,0,0,0
Nordeste,MA,2020-02-21,0,0,0,0
Nordeste,MA,2020-02-22,0,0,0,0
Nordeste,MA,2020-02-23,0,0,0,0
Nordeste,MA,2020-02-24,0,0,0,0
Nordeste,MA,2020-02-25,0,0,0,0
Nordeste,MA,2020-02-26,0,0,0,0
Nordeste,MA,2020-02-27,0,0,0,0
Nordeste,MA,2020-02-28,0,0,0,0
Nordeste,MA,2020-02-29,0,0,0,0
Nordeste,MA,2020-03-01,0,0,0,0
Nordeste,MA,2020-03-02,0,0,0,0
Nordeste,MA,2020-03-03,0,0,0,0
Nordeste,MA,2020-03-04,0,0,0,0
Nordeste,MA,2020-03-05,0,0,0,0
Nordeste,MA,2020-03-06,0,0,0,0
Nordeste,MA,2020-03-07,0,0,0,0
Nordeste,MA,2020-03-08,0,0,0,0
Nordeste,MA,2020-03-09,0,0,0,0
Nordeste,MA,2020-03-10,0,0,0,0
Nordeste,MA,2020-03-11,0,0,0,0
Nordeste,MA,2020-03-12,0,0,0,0
Nordeste,MA,2020-03-13,0,0,0,0
Nordeste,MA,2020-03-14,0,0,0,0
Nordeste,MA,2020-03-15,0,0,0,0
Nordeste,MA,2020-03-16,0,0,0,0
Nordeste,MA,2020-03-17,0,0,0,0
Nordeste,MA,2020-03-18,0,0,0,0
Nordeste,MA,2020-03-19,0,0,0,0
Nordeste,MA,2020-03-20,0,0,0,0
Nordeste,MA,2020-03-21,1,1,0,0
Nordeste,MA,2020-03-22,1,2,0,0
Nordeste,MA,2020-03-23,0,2,0,0
Nordeste,MA,2020-03-24,6,8,0,0
Nordeste,MA,2020-03-25,0,8,0,0
Nordeste,MA,2020-03-26,2,10,0,0
Nordeste,MA,2020-03-27,3,13,0,0
Nordeste,MA,2020-03-28,1,14,0,0
Nordeste,MA,2020-03-29,2,16,0,0
Nordeste,MA,2020-03-30,7,23,1,1
Nordeste,MA,2020-03-31,8,31,0,1
Nordeste,MA,2020-04-01,21,52,0,1
Nordeste,MA,2020-04-02,19,71,0,1
Nordeste,MA,2020-04-03,10,81,0,1
Nordeste,MA,2020-04-04,7,88,0,1
Nordeste,MA,2020-04-05,8,96,1,2
Nordeste,MA,2020-04-06,37,133,0,2
Nordeste,MA,2020-04-07,39,172,2,4
Nordeste,MA,2020-04-08,58,230,7,11
Nordeste,MA,2020-04-09,43,273,1,12
Nordeste,MA,2020-04-10,20,293,4,16
Nordeste,MA,2020-04-11,51,344,5,21
Nordeste,MA,2020-04-12,54,398,3,24
Nordeste,MA,2020-04-13,47,445,3,27
Nordeste,MA,2020-04-14,33,478,5,32
Nordeste,MA,2020-04-15,152,630,2,34
Nordeste,MA,2020-04-16,65,695,3,37
Nordeste,MA,2020-04-17,102,797,3,40
Nordeste,MA,2020-04-18,243,1040,4,44
Nordeste,MA,2020-04-19,165,1205,4,48
Nordeste,MA,2020-04-20,115,1320,6,54
Nordeste,MA,2020-04-21,76,1396,6,60
Nordeste,MA,2020-04-22,208,1604,6,66
Nordeste,MA,2020-04-23,153,1757,10,76
Nordeste,MA,2020-04-24,194,1951,12,88
Nordeste,MA,2020-04-25,154,2105,12,100
Nordeste,MA,2020-04-26,118,2223,12,112
Nordeste,MA,2020-04-27,187,2410,13,125
Nordeste,MA,2020-04-28,118,2528,20,145
Nordeste,MA,2020-04-29,276,2804,21,166
Nordeste,MA,2020-04-30,386,3190,18,184
Nordeste,MA,2020-05-01,316,3506,20,204
Nordeste,MA,2020-05-02,299,3805,20,224
Nordeste,MA,2020-05-03,235,4040,13,237
Nordeste,MA,2020-05-04,187,4227,12,249
Nordeste,MA,2020-05-05,303,4530,22,271
Nordeste,MA,2020-05-06,498,5028,20,291
Nordeste,PI,2020-01-30,0,0,0,0
Nordeste,PI,2020-01-31,0,0,0,0
Nordeste,PI,2020-02-01,0,0,0,0
Nordeste,PI,2020-02-02,0,0,0,0
Nordeste,PI,2020-02-03,0,0,0,0
Nordeste,PI,2020-02-04,0,0,0,0
Nordeste,PI,2020-02-05,0,0,0,0
Nordeste,PI,2020-02-06,0,0,0,0
Nordeste,PI,2020-02-07,0,0,0,0
Nordeste,PI,2020-02-08,0,0,0,0
Nordeste,PI,2020-02-09,0,0,0,0
Nordeste,PI,2020-02-10,0,0,0,0
Nordeste,PI,2020-02-11,0,0,0,0
Nordeste,PI,2020-02-12,0,0,0,0
Nordeste,PI,2020-02-13,0,0,0,0
Nordeste,PI,2020-02-14,0,0,0,0
Nordeste,PI,2020-02-15,0,0,0,0
Nordeste,PI,2020-02-16,0,0,0,0
Nordeste,PI,2020-02-17,0,0,0,0
Nordeste,PI,2020-02-18,0,0,0,0
Nordeste,PI,2020-02-19,0,0,0,0
Nordeste,PI,2020-02-20,0,0,0,0
Nordeste,PI,2020-02-21,0,0,0,0
Nordeste,PI,2020-02-22,0,0,0,0
Nordeste,PI,2020-02-23,0,0,0,0
Nordeste,PI,2020-02-24,0,0,0,0
Nordeste,PI,2020-02-25,0,0,0,0
Nordeste,PI,2020-02-26,0,0,0,0
Nordeste,PI,2020-02-27,0,0,0,0
Nordeste,PI,2020-02-28,0,0,0,0
Nordeste,PI,2020-02-29,0,0,0,0
Nordeste,PI,2020-03-01,0,0,0,0
Nordeste,PI,2020-03-02,0,0,0,0
Nordeste,PI,2020-03-03,0,0,0,0
Nordeste,PI,2020-03-04,0,0,0,0
Nordeste,PI,2020-03-05,0,0,0,0
Nordeste,PI,2020-03-06,0,0,0,0
Nordeste,PI,2020-03-07,0,0,0,0
Nordeste,PI,2020-03-08,0,0,0,0
Nordeste,PI,2020-03-09,0,0,0,0
Nordeste,PI,2020-03-10,0,0,0,0
Nordeste,PI,2020-03-11,0,0,0,0
Nordeste,PI,2020-03-12,0,0,0,0
Nordeste,PI,2020-03-13,0,0,0,0
Nordeste,PI,2020-03-14,0,0,0,0
Nordeste,PI,2020-03-15,0,0,0,0
Nordeste,PI,2020-03-16,0,0,0,0
Nordeste,PI,2020-03-17,0,0,0,0
Nordeste,PI,2020-03-18,0,0,0,0
Nordeste,PI,2020-03-19,0,0,0,0
Nordeste,PI,2020-03-20,3,3,0,0
Nordeste,PI,2020-03-21,1,4,0,0
Nordeste,PI,2020-03-22,0,4,0,0
Nordeste,PI,2020-03-23,2,6,0,0
Nordeste,PI,2020-03-24,0,6,0,0
Nordeste,PI,2020-03-25,2,8,0,0
Nordeste,PI,2020-03-26,1,9,0,0
Nordeste,PI,2020-03-27,0,9,0,0
Nordeste,PI,2020-03-28,2,11,1,1
Nordeste,PI,2020-03-29,3,14,0,1
Nordeste,PI,2020-03-30,2,16,2,3
Nordeste,PI,2020-03-31,2,18,1,4
Nordeste,PI,2020-04-01,0,18,0,4
Nordeste,PI,2020-04-02,1,19,0,4
Nordeste,PI,2020-04-03,2,21,0,4
Nordeste,PI,2020-04-04,1,22,0,4
Nordeste,PI,2020-04-05,1,23,0,4
Nordeste,PI,2020-04-06,0,23,0,4
Nordeste,PI,2020-04-07,5,28,0,4
Nordeste,PI,2020-04-08,3,31,1,5
Nordeste,PI,2020-04-09,7,38,1,6
Nordeste,PI,2020-04-10,2,40,1,7
Nordeste,PI,2020-04-11,1,41,0,7
Nordeste,PI,2020-04-12,3,44,0,7
Nordeste,PI,2020-04-13,6,50,1,8
Nordeste,PI,2020-04-14,8,58,0,8
Nordeste,PI,2020-04-15,17,75,0,8
Nordeste,PI,2020-04-16,16,91,0,8
Nordeste,PI,2020-04-17,11,102,0,8
Nordeste,PI,2020-04-18,21,123,1,9
Nordeste,PI,2020-04-19,22,145,1,10
Nordeste,PI,2020-04-20,13,158,2,12
Nordeste,PI,2020-04-21,28,186,2,14
Nordeste,PI,2020-04-22,20,206,1,15
Nordeste,PI,2020-04-23,11,217,0,15
Nordeste,PI,2020-04-24,39,256,1,16
Nordeste,PI,2020-04-25,41,297,1,17
Nordeste,PI,2020-04-26,34,331,1,18
Nordeste,PI,2020-04-27,33,364,2,20
Nordeste,PI,2020-04-28,44,408,1,21
Nordeste,PI,2020-04-29,46,454,3,24
Nordeste,PI,2020-04-30,59,513,0,24
Nordeste,PI,2020-05-01,87,600,0,24
Nordeste,PI,2020-05-02,65,665,2,26
Nordeste,PI,2020-05-03,77,742,2,28
Nordeste,PI,2020-05-04,42,784,0,28
Nordeste,PI,2020-05-05,91,875,1,29
Nordeste,PI,2020-05-06,74,949,1,30
Nordeste,CE,2020-01-30,0,0,0,0
Nordeste,CE,2020-01-31,0,0,0,0
Nordeste,CE,2020-02-01,0,0,0,0
Nordeste,CE,2020-02-02,0,0,0,0
Nordeste,CE,2020-02-03,0,0,0,0
Nordeste,CE,2020-02-04,0,0,0,0
Nordeste,CE,2020-02-05,0,0,0,0
Nordeste,CE,2020-02-06,0,0,0,0
Nordeste,CE,2020-02-07,0,0,0,0
Nordeste,CE,2020-02-08,0,0,0,0
Nordeste,CE,2020-02-09,0,0,0,0
Nordeste,CE,2020-02-10,0,0,0,0
Nordeste,CE,2020-02-11,0,0,0,0
Nordeste,CE,2020-02-12,0,0,0,0
Nordeste,CE,2020-02-13,0,0,0,0
Nordeste,CE,2020-02-14,0,0,0,0
Nordeste,CE,2020-02-15,0,0,0,0
Nordeste,CE,2020-02-16,0,0,0,0
Nordeste,CE,2020-02-17,0,0,0,0
Nordeste,CE,2020-02-18,0,0,0,0
Nordeste,CE,2020-02-19,0,0,0,0
Nordeste,CE,2020-02-20,0,0,0,0
Nordeste,CE,2020-02-21,0,0,0,0
Nordeste,CE,2020-02-22,0,0,0,0
Nordeste,CE,2020-02-23,0,0,0,0
Nordeste,CE,2020-02-24,0,0,0,0
Nordeste,CE,2020-02-25,0,0,0,0
Nordeste,CE,2020-02-26,0,0,0,0
Nordeste,CE,2020-02-27,0,0,0,0
Nordeste,CE,2020-02-28,0,0,0,0
Nordeste,CE,2020-02-29,0,0,0,0
Nordeste,CE,2020-03-01,0,0,0,0
Nordeste,CE,2020-03-02,0,0,0,0
Nordeste,CE,2020-03-03,0,0,0,0
Nordeste,CE,2020-03-04,0,0,0,0
Nordeste,CE,2020-03-05,0,0,0,0
Nordeste,CE,2020-03-06,0,0,0,0
Nordeste,CE,2020-03-07,0,0,0,0
Nordeste,CE,2020-03-08,0,0,0,0
Nordeste,CE,2020-03-09,0,0,0,0
Nordeste,CE,2020-03-10,0,0,0,0
Nordeste,CE,2020-03-11,0,0,0,0
Nordeste,CE,2020-03-12,0,0,0,0
Nordeste,CE,2020-03-13,0,0,0,0
Nordeste,CE,2020-03-14,0,0,0,0
Nordeste,CE,2020-03-15,0,0,0,0
Nordeste,CE,2020-03-16,0,0,0,0
Nordeste,CE,2020-03-17,5,5,0,0
Nordeste,CE,2020-03-18,4,9,0,0
Nordeste,CE,2020-03-19,11,20,0,0
Nordeste,CE,2020-03-20,35,55,0,0
Nordeste,CE,2020-03-21,13,68,0,0
Nordeste,CE,2020-03-22,44,112,0,0
Nordeste,CE,2020-03-23,51,163,0,0
Nordeste,CE,2020-03-24,19,182,0,0
Nordeste,CE,2020-03-25,18,200,0,0
Nordeste,CE,2020-03-26,35,235,3,3
Nordeste,CE,2020-03-27,47,282,0,3
Nordeste,CE,2020-03-28,32,314,1,4
Nordeste,CE,2020-03-29,34,348,1,5
Nordeste,CE,2020-03-30,24,372,0,5
Nordeste,CE,2020-03-31,18,390,2,7
Nordeste,CE,2020-04-01,54,444,1,8
Nordeste,CE,2020-04-02,106,550,12,20
Nordeste,CE,2020-04-03,77,627,2,22
Nordeste,CE,2020-04-04,103,730,0,22
Nordeste,CE,2020-04-05,93,823,4,26
Nordeste,CE,2020-04-06,190,1013,3,29
Nordeste,CE,2020-04-07,38,1051,2,31
Nordeste,CE,2020-04-08,240,1291,12,43
Nordeste,CE,2020-04-09,134,1425,12,55
Nordeste,CE,2020-04-10,53,1478,3,58
Nordeste,CE,2020-04-11,104,1582,9,67
Nordeste,CE,2020-04-12,94,1676,7,74
Nordeste,CE,2020-04-13,124,1800,17,91
Nordeste,CE,2020-04-14,205,2005,16,107
Nordeste,CE,2020-04-15,152,2157,9,116
Nordeste,CE,2020-04-16,229,2386,8,124
Nordeste,CE,2020-04-17,298,2684,25,149
Nordeste,CE,2020-04-18,350,3034,27,176
Nordeste,CE,2020-04-19,218,3252,10,186
Nordeste,CE,2020-04-20,230,3482,12,198
Nordeste,CE,2020-04-21,234,3716,17,215
Nordeste,CE,2020-04-22,194,3910,18,233
Nordeste,CE,2020-04-23,688,4598,33,266
Nordeste,CE,2020-04-24,202,4800,18,284
Nordeste,CE,2020-04-25,621,5421,26,310
Nordeste,CE,2020-04-26,412,5833,17,327
Nordeste,CE,2020-04-27,893,6726,63,390
Nordeste,CE,2020-04-28,192,6918,13,403
Nordeste,CE,2020-04-29,349,7267,38,441
Nordeste,CE,2020-04-30,339,7606,41,482
Nordeste,CE,2020-05-01,273,7879,23,505
Nordeste,CE,2020-05-02,352,8231,109,614
Nordeste,CE,2020-05-03,139,8370,49,663
Nordeste,CE,2020-05-04,2670,11040,49,712
Nordeste,CE,2020-05-05,430,11470,83,795
Nordeste,CE,2020-05-06,834,12304,53,848
Nordeste,RN,2020-01-30,0,0,0,0
Nordeste,RN,2020-01-31,0,0,0,0
Nordeste,RN,2020-02-01,0,0,0,0
Nordeste,RN,2020-02-02,0,0,0,0
Nordeste,RN,2020-02-03,0,0,0,0
Nordeste,RN,2020-02-04,0,0,0,0
Nordeste,RN,2020-02-05,0,0,0,0
Nordeste,RN,2020-02-06,0,0,0,0
Nordeste,RN,2020-02-07,0,0,0,0
Nordeste,RN,2020-02-08,0,0,0,0
Nordeste,RN,2020-02-09,0,0,0,0
Nordeste,RN,2020-02-10,0,0,0,0
Nordeste,RN,2020-02-11,0,0,0,0
Nordeste,RN,2020-02-12,0,0,0,0
Nordeste,RN,2020-02-13,0,0,0,0
Nordeste,RN,2020-02-14,0,0,0,0
Nordeste,RN,2020-02-15,0,0,0,0
Nordeste,RN,2020-02-16,0,0,0,0
Nordeste,RN,2020-02-17,0,0,0,0
Nordeste,RN,2020-02-18,0,0,0,0
Nordeste,RN,2020-02-19,0,0,0,0
Nordeste,RN,2020-02-20,0,0,0,0
Nordeste,RN,2020-02-21,0,0,0,0
Nordeste,RN,2020-02-22,0,0,0,0
Nordeste,RN,2020-02-23,0,0,0,0
Nordeste,RN,2020-02-24,0,0,0,0
Nordeste,RN,2020-02-25,0,0,0,0
Nordeste,RN,2020-02-26,0,0,0,0
Nordeste,RN,2020-02-27,0,0,0,0
Nordeste,RN,2020-02-28,0,0,0,0
Nordeste,RN,2020-02-29,0,0,0,0
Nordeste,RN,2020-03-01,0,0,0,0
Nordeste,RN,2020-03-02,0,0,0,0
Nordeste,RN,2020-03-03,0,0,0,0
Nordeste,RN,2020-03-04,0,0,0,0
Nordeste,RN,2020-03-05,0,0,0,0
Nordeste,RN,2020-03-06,0,0,0,0
Nordeste,RN,2020-03-07,0,0,0,0
Nordeste,RN,2020-03-08,0,0,0,0
Nordeste,RN,2020-03-09,0,0,0,0
Nordeste,RN,2020-03-10,0,0,0,0
Nordeste,RN,2020-03-11,0,0,0,0
Nordeste,RN,2020-03-12,0,0,0,0
Nordeste,RN,2020-03-13,1,1,0,0
Nordeste,RN,2020-03-14,0,1,0,0
Nordeste,RN,2020-03-15,0,1,0,0
Nordeste,RN,2020-03-16,0,1,0,0
Nordeste,RN,2020-03-17,0,1,0,0
Nordeste,RN,2020-03-18,0,1,0,0
Nordeste,RN,2020-03-19,0,1,0,0
Nordeste,RN,2020-03-20,0,1,0,0
Nordeste,RN,2020-03-21,5,6,0,0
Nordeste,RN,2020-03-22,3,9,0,0
Nordeste,RN,2020-03-23,4,13,0,0
Nordeste,RN,2020-03-24,0,13,0,0
Nordeste,RN,2020-03-25,1,14,0,0
Nordeste,RN,2020-03-26,5,19,0,0
Nordeste,RN,2020-03-27,9,28,0,0
Nordeste,RN,2020-03-28,17,45,0,0
Nordeste,RN,2020-03-29,23,68,1,1
Nordeste,RN,2020-03-30,9,77,0,1
Nordeste,RN,2020-03-31,5,82,0,1
Nordeste,RN,2020-04-01,10,92,1,2
Nordeste,RN,2020-04-02,13,105,0,2
Nordeste,RN,2020-04-03,71,176,2,4
Nordeste,RN,2020-04-04,36,212,1,5
Nordeste,RN,2020-04-05,30,242,2,7
Nordeste,RN,2020-04-06,4,246,0,7
Nordeste,RN,2020-04-07,8,254,1,8
Nordeste,RN,2020-04-08,7,261,3,11
Nordeste,RN,2020-04-09,0,261,0,11
Nordeste,RN,2020-04-10,2,263,0,11
Nordeste,RN,2020-04-11,26,289,2,13
Nordeste,RN,2020-04-12,13,302,2,15
Nordeste,RN,2020-04-13,37,339,2,17
Nordeste,RN,2020-04-14,37,376,1,18
Nordeste,RN,2020-04-15,23,399,1,19
Nordeste,RN,2020-04-16,1,400,1,20
Nordeste,RN,2020-04-17,63,463,3,23
Nordeste,RN,2020-04-18,53,516,1,24
Nordeste,RN,2020-04-19,15,531,1,25
Nordeste,RN,2020-04-20,64,595,2,27
Nordeste,RN,2020-04-21,13,608,1,28
Nordeste,RN,2020-04-22,38,646,1,29
Nordeste,RN,2020-04-23,62,708,5,34
Nordeste,RN,2020-04-24,46,754,4,38
Nordeste,RN,2020-04-25,27,781,2,40
Nordeste,RN,2020-04-26,44,825,4,44
Nordeste,RN,2020-04-27,7,832,1,45
Nordeste,RN,2020-04-28,25,857,3,48
Nordeste,RN,2020-04-29,229,1086,5,53
Nordeste,RN,2020-04-30,91,1177,3,56
Nordeste,RN,2020-05-01,120,1297,0,56
Nordeste,RN,2020-05-02,69,1366,3,59
Nordeste,RN,2020-05-03,26,1392,2,61
Nordeste,RN,2020-05-04,29,1421,1,62
Nordeste,RN,2020-05-05,115,1536,6,68
Nordeste,RN,2020-05-06,38,1574,4,72
Nordeste,PB,2020-01-30,0,0,0,0
Nordeste,PB,2020-01-31,0,0,0,0
Nordeste,PB,2020-02-01,0,0,0,0
Nordeste,PB,2020-02-02,0,0,0,0
Nordeste,PB,2020-02-03,0,0,0,0
Nordeste,PB,2020-02-04,0,0,0,0
Nordeste,PB,2020-02-05,0,0,0,0
Nordeste,PB,2020-02-06,0,0,0,0
Nordeste,PB,2020-02-07,0,0,0,0
Nordeste,PB,2020-02-08,0,0,0,0
Nordeste,PB,2020-02-09,0,0,0,0
Nordeste,PB,2020-02-10,0,0,0,0
Nordeste,PB,2020-02-11,0,0,0,0
Nordeste,PB,2020-02-12,0,0,0,0
Nordeste,PB,2020-02-13,0,0,0,0
Nordeste,PB,2020-02-14,0,0,0,0
Nordeste,PB,2020-02-15,0,0,0,0
Nordeste,PB,2020-02-16,0,0,0,0
Nordeste,PB,2020-02-17,0,0,0,0
Nordeste,PB,2020-02-18,0,0,0,0
Nordeste,PB,2020-02-19,0,0,0,0
Nordeste,PB,2020-02-20,0,0,0,0
Nordeste,PB,2020-02-21,0,0,0,0
Nordeste,PB,2020-02-22,0,0,0,0
Nordeste,PB,2020-02-23,0,0,0,0
Nordeste,PB,2020-02-24,0,0,0,0
Nordeste,PB,2020-02-25,0,0,0,0
Nordeste,PB,2020-02-26,0,0,0,0
Nordeste,PB,2020-02-27,0,0,0,0
Nordeste,PB,2020-02-28,0,0,0,0
Nordeste,PB,2020-02-29,0,0,0,0
Nordeste,PB,2020-03-01,0,0,0,0
Nordeste,PB,2020-03-02,0,0,0,0
Nordeste,PB,2020-03-03,0,0,0,0
Nordeste,PB,2020-03-04,0,0,0,0
Nordeste,PB,2020-03-05,0,0,0,0
Nordeste,PB,2020-03-06,0,0,0,0
Nordeste,PB,2020-03-07,0,0,0,0
Nordeste,PB,2020-03-08,0,0,0,0
Nordeste,PB,2020-03-09,0,0,0,0
Nordeste,PB,2020-03-10,0,0,0,0
Nordeste,PB,2020-03-11,0,0,0,0
Nordeste,PB,2020-03-12,0,0,0,0
Nordeste,PB,2020-03-13,0,0,0,0
Nordeste,PB,2020-03-14,0,0,0,0
Nordeste,PB,2020-03-15,0,0,0,0
Nordeste,PB,2020-03-16,0,0,0,0
Nordeste,PB,2020-03-17,0,0,0,0
Nordeste,PB,2020-03-18,0,0,0,0
Nordeste,PB,2020-03-19,1,1,0,0
Nordeste,PB,2020-03-20,0,1,0,0
Nordeste,PB,2020-03-21,0,1,0,0
Nordeste,PB,2020-03-22,0,1,0,0
Nordeste,PB,2020-03-23,1,2,0,0
Nordeste,PB,2020-03-24,1,3,0,0
Nordeste,PB,2020-03-25,0,3,0,0
Nordeste,PB,2020-03-26,2,5,0,0
Nordeste,PB,2020-03-27,4,9,0,0
Nordeste,PB,2020-03-28,5,14,0,0
Nordeste,PB,2020-03-29,0,14,0,0
Nordeste,PB,2020-03-30,1,15,0,0
Nordeste,PB,2020-03-31,2,17,0,0
Nordeste,PB,2020-04-01,3,20,1,1
Nordeste,PB,2020-04-02,1,21,0,1
Nordeste,PB,2020-04-03,8,29,0,1
Nordeste,PB,2020-04-04,3,32,1,2
Nordeste,PB,2020-04-05,2,34,2,4
Nordeste,PB,2020-04-06,1,35,0,4
Nordeste,PB,2020-04-07,1,36,0,4
Nordeste,PB,2020-04-08,5,41,0,4
Nordeste,PB,2020-04-09,14,55,3,7
Nordeste,PB,2020-04-10,24,79,4,11
Nordeste,PB,2020-04-11,6,85,0,11
Nordeste,PB,2020-04-12,16,101,2,13
Nordeste,PB,2020-04-13,10,111,0,13
Nordeste,PB,2020-04-14,25,136,3,16
Nordeste,PB,2020-04-15,15,151,5,21
Nordeste,PB,2020-04-16,14,165,3,24
Nordeste,PB,2020-04-17,30,195,2,26
Nordeste,PB,2020-04-18,10,205,0,26
Nordeste,PB,2020-04-19,31,236,3,29
Nordeste,PB,2020-04-20,9,245,3,32
Nordeste,PB,2020-04-21,18,263,1,33
Nordeste,PB,2020-04-22,38,301,6,39
Nordeste,PB,2020-04-23,44,345,1,40
Nordeste,PB,2020-04-24,41,386,4,44
Nordeste,PB,2020-04-25,61,447,2,46
Nordeste,PB,2020-04-26,52,499,3,49
Nordeste,PB,2020-04-27,44,543,1,50
Nordeste,PB,2020-04-28,90,633,3,53
Nordeste,PB,2020-04-29,66,699,5,58
Nordeste,PB,2020-04-30,115,814,4,62
Nordeste,PB,2020-05-01,112,926,5,67
Nordeste,PB,2020-05-02,108,1034,7,74
Nordeste,PB,2020-05-03,135,1169,2,76
Nordeste,PB,2020-05-04,50,1219,3,79
Nordeste,PB,2020-05-05,142,1361,6,85
Nordeste,PB,2020-05-06,132,1493,7,92
Nordeste,PE,2020-01-30,0,0,0,0
Nordeste,PE,2020-01-31,0,0,0,0
Nordeste,PE,2020-02-01,0,0,0,0
Nordeste,PE,2020-02-02,0,0,0,0
Nordeste,PE,2020-02-03,0,0,0,0
Nordeste,PE,2020-02-04,0,0,0,0
Nordeste,PE,2020-02-05,0,0,0,0
Nordeste,PE,2020-02-06,0,0,0,0
Nordeste,PE,2020-02-07,0,0,0,0
Nordeste,PE,2020-02-08,0,0,0,0
Nordeste,PE,2020-02-09,0,0,0,0
Nordeste,PE,2020-02-10,0,0,0,0
Nordeste,PE,2020-02-11,0,0,0,0
Nordeste,PE,2020-02-12,0,0,0,0
Nordeste,PE,2020-02-13,0,0,0,0
Nordeste,PE,2020-02-14,0,0,0,0
Nordeste,PE,2020-02-15,0,0,0,0
Nordeste,PE,2020-02-16,0,0,0,0
Nordeste,PE,2020-02-17,0,0,0,0
Nordeste,PE,2020-02-18,0,0,0,0
Nordeste,PE,2020-02-19,0,0,0,0
Nordeste,PE,2020-02-20,0,0,0,0
Nordeste,PE,2020-02-21,0,0,0,0
Nordeste,PE,2020-02-22,0,0,0,0
Nordeste,PE,2020-02-23,0,0,0,0
Nordeste,PE,2020-02-24,0,0,0,0
Nordeste,PE,2020-02-25,0,0,0,0
Nordeste,PE,2020-02-26,0,0,0,0
Nordeste,PE,2020-02-27,0,0,0,0
Nordeste,PE,2020-02-28,0,0,0,0
Nordeste,PE,2020-02-29,0,0,0,0
Nordeste,PE,2020-03-01,0,0,0,0
Nordeste,PE,2020-03-02,0,0,0,0
Nordeste,PE,2020-03-03,0,0,0,0
Nordeste,PE,2020-03-04,0,0,0,0
Nordeste,PE,2020-03-05,0,0,0,0
Nordeste,PE,2020-03-06,0,0,0,0
